4.99083,7.05444	4.99083,7.05444

4.99083,7.05444	5.0131,7.0688
1	[ụ̄*ụ]	60430
1	[ụ̄*a]	60421
1	[m̀*ọ]	57877
1	[ụ̀*I]	51254
1	[ụ̀*ọ]	51221
1	[ụ̀*ụ]	51214
1	[ụ̀*e]	51209
1	[ụ̀*a]	51205
1	[-ǹ]	50688
1	[à*ụ̀]	50276
1	[à*ụ]	50190
1	[à*n]	50180
1	[ì*ọ̀]	49758
1	[ì*o]	49679
1	[ì*j]	49674
1	[ì*e]	49673
1	[-ì]	49664
1	[ọ̀*ǹ]	48227
1	[ọ̀*è]	48220
1	[-ọ̀]	48128
1	[è*m̄]	47240
1	[è*ù]	47237
1	[è*z]	47139
1	[bhh*ṅ]	39996
1	[bhh*gw]	39980
1	[bhh*gh]	39976
1	[bhh*r]	39963
1	[bhh*l]	39962
1	[bhh*w]	39960
1	[bhh*k]	39955
1	[-bhh]	39936
1	[ā*ị]	39465
1	[ā*nw]	39460
1	[ā*ụ]	39438
1	[v*kp]	37405
1	[p*ts]	28337
1	[gw*f]	22560
1	[gw*b]	22541
1	[s*v]	21577
1	[s*gh]	21544
1	[s*r]	21531
1	[ị*d]	21010
1	[-ị]	20992
1	[t*e]	18953
1	[nw*r]	18459
1	[nw*i]	18443
1	[z*t]	17957
1	[z*d]	17938
1	[gb*b]	15885
1	[gb*y]	15878
1	[gb*n]	15876
1	[kp*n]	14852
1	[-kp]	14848
1	[sh*z]	14371
1	[l*y]	13318
1	[m*gw]	12844
1	[m*ị]	12841
1	[m*i]	12811
1	[m*j]	12810
1	[w*k]	12307
1	[ch*nw]	11812
1	[ch*w]	11800
1	[ch*ny]	11792
1	[ọ*ù]	10885
1	[ọ*à]	10850
1	[ọ*i]	10763
1	[k*phh]	9983
1	[d*phh]	9471
1	[d*b]	9229
1	[ny*gb]	8223
1	[ny*h]	8212
1	[-o]	7680
1	[ụ*ọ̀]	7262
1	[ụ*ọ]	7189
1	[b*f]	6688
1	[b*kp]	6685
1	[g*f]	6176
1	[j*r]	5147
1	[a*ō]	2689
1	[a*m]	2585
1	[a*h]	2580
1	[-a]	2560
1	[n*f]	2080
1	[n*w]	2072
1	[n*e]	2057
1	[+è]	92
1	[+e]	9

6.23032,7.06492	6.1982,7.0668
2	[ị̀*ụ̀]	69220
2	[è*o]	47119
2	[u*è]	15452
2	[ọ*a]	10757
2	[a*à]	2658
2	[a*ā]	2637
1	[ī*ú]	70297
1	[ī*é]	70235
1	[ī*i]	70155
1	[ị̀*a]	69125
1	[ù*o]	68111
1	[ū*ì]	67681
1	[-ū]	67584
1	[ọ̄*ē]	66687
1	[ọ̄*ā]	66637
1	[ọ̄*ọ]	66581
1	[ọ̄*a]	66565
1	[ō*ụ̀]	66148
1	[ē*kw]	65041
1	[ē*i]	65035
1	[-ē]	65024
1	[ò*i]	60939
1	[ụ̄*u]	60446
1	[m̀*m]	57881
1	[à*ị̀]	50311
1	[à*m]	50201
1	[à*a]	50181
1	[-à]	50176
1	[ì*ị̀]	49799
1	[ì*ọ̀]	49758
1	[ì*è]	49756
1	[ì*é]	49755
1	[ì*o]	49679
1	[ì*i]	49675
1	[-ì]	49664
1	[ọ̀*ụ̄]	48246
1	[ọ̀*à]	48226
1	[ọ̀*è]	48220
1	[ọ̀*ụ]	48142
1	[è*ọ̄]	47234
1	[è*ē]	47231
1	[è*m]	47129
1	[è*e]	47113
1	[v*kp]	37405
1	[-zh]	36864
1	[gw*b]	22541
1	[s*sh]	21532
1	[nw*ụ]	18446
1	[nw*i]	18443
1	[u*à]	15458
1	[u*ā]	15437
1	[kp*ā]	14925
1	[r*z]	13859
1	[r*e]	13833
1	[l*ch]	13335
1	[m*bhh]	12878
1	[m*j]	12810
1	[w*gb]	12319
1	[ch*nw]	11812
1	[ọ*à]	10850
1	[d*-]	9267
1	[d*k]	9235
1	[o*ị̄]	7811
1	[ụ*ọ̀]	7262
1	[b*sh]	6684
1	[g*bhh]	6222
1	[g*nw]	6180
1	[i*ụ́]	5727
1	[i*é]	5723
1	[i*h]	5652
1	[e*o]	4623
1	[n*m]	2073
1	[+ē]	127
1	[+à]	98
1	[+r]	27
1	[+m]	25
1	[+ụ]	14
1	[+e]	9

6.23032,7.06492	6.2065,7.0679
6	[à*a]	50181
4	[è*u]	47134
2	[ī*i]	70155
2	[ị̀*i]	69131
2	[ù*u]	68126
2	[ū*i]	67595
2	[ò*o]	60943
2	[ụ̄*ọ]	60437
2	[ụ̀*ị]	51241
2	[ụ̀*u]	51230
2	[à*m]	50201
2	[-à]	50176
2	[ì*i]	49675
2	[è*ị]	47145
2	[è*o]	47119
2	[è*e]	47113
2	[ā*u]	39454
1	[ī*u]	70174
1	[ī*o]	70159
1	[ī*a]	70149
1	[ị̀*u]	69150
1	[ị̀*e]	69129
1	[ị̀*a]	69125
1	[ù*o]	68111
1	[ù*n]	68100
1	[-ù]	68096
1	[-ū]	67584
1	[ị̄*e]	67081
1	[ọ̄*u]	66590
1	[ọ̄*ọ]	66581
1	[ọ̄*o]	66575
1	[ọ̄*ụ]	66574
1	[ọ̄*a]	66565
1	[ō*ɔ]	66285
1	[ō*o]	66063
1	[ō*i]	66059
1	[ē*u]	65054
1	[-ē]	65024
1	[ò*u]	60958
1	[ò*e]	60937
1	[ò*a]	60933
1	[ụ̄*u]	60446
1	[ụ̄*o]	60431
1	[ụ̄*e]	60425
1	[m̀*M]	57902
1	[ụ̀*Ụ]	51256
1	[ụ̀*A]	51245
1	[ụ̀*ụ]	51214
1	[ǹ*ụ]	50702
1	[ǹ*i]	50699
1	[à*Ụ]	50232
1	[à*N]	50210
1	[à*u]	50206
1	[à*ọ]	50197
1	[à*ụ]	50190
1	[ì*u]	49694
1	[ì*h]	49684
1	[ì*d]	49682
1	[ì*o]	49679
1	[-ì]	49664
1	[ọ̀*7]	48385
1	[ọ̀*ị]	48169
1	[ọ̀*m]	48153
1	[ọ̀*ọ]	48149
1	[ọ̀*ụ]	48142
1	[ọ̀*a]	48133
1	[-ọ̀]	48128
1	[è*W]	47168
1	[è*N]	47138
1	[è*m]	47129
1	[è*a]	47109
1	[-bhh]	39936
1	[ā*A]	39469
1	[ā*i]	39435
1	[v*kp]	37405
1	[s*bhh]	21582
1	[s*l]	21530
1	[nw*ụ]	18446
1	[nw*i]	18443
1	[f*nw]	16420
1	[gb*gh]	15912
1	[u*ụ]	15374
1	[u*e]	15369
1	[-u]	15360
1	[m*bhh]	12878
1	[m*y]	12806
1	[w*O]	12336
1	[w*kw]	12305
1	[ọ*O]	10800
1	[ọ*ị]	10793
1	[d*r]	9243
1	[kw*b]	8717
1	[-o]	7680
1	[b*sh]	6684
1	[g*nw]	6180
1	[i*o]	5647
1	[e*o]	4623
1	[y*w]	3096
1	[a*o]	2575
1	[,*5]	1237
1	[+r]	27
1	[+a]	5

6.23032,7.06492	6.22242,6.93223
2	[-à]	50176
2	[-è]	47104
2	[ọ*a]	10757
1	[ù*o]	68111
1	[ọ̄*ụ]	66574
1	[ọ̄*a]	66565
1	[ō*e]	66057
1	[-ē]	65024
1	[ò*o]	60943
1	[m̀*ọ]	57877
1	[ụ̀*a]	51205
1	[à*ụ]	50190
1	[à*a]	50181
1	[ì*ụ]	49678
1	[ì*j]	49674
1	[ì*e]	49673
1	[ọ̀*ọ]	48149
1	[ọ̀*ụ]	48142
1	[-ọ̀]	48128
1	[è*z]	47139
1	[è*u]	47134
1	[è*i]	47115
1	[è*e]	47113
1	[bhh*ṅ]	39996
1	[bhh*l]	39962
1	[ā*ụ]	39438
1	[s*r]	21531
1	[z*t]	17957
1	[-m]	12800
1	[ọ*i]	10763
1	[ny*y]	8198
1	[-o]	7680
1	[ụ*ọ]	7189
1	[-n]	2048

6.23032,7.06492	6.23032,7.06492

6.23032,7.06492	6.2328,6.6478
2	[-o]	7680
1	[ị̀*E]	69142
1	[ụ̀*ọ̀]	51294
1	[ụ̀*a]	51205
1	[ị*ā]	21069
1	[t*ụ̀]	19044
1	[l*b]	13325
1	[-m]	12800
1	[ch*sh]	11804
1	[ọ*d]	10770
1	[o*ị̄]	7811
1	[o*ǹ]	7779
1	[i*ọ̀]	5726
1	[e*è]	4700
1	[e*ọ]	4629
1	[+kp]	29
1	[+ch]	23

6.23032,7.06492	6.2687,7.0405
2	[l*kp]	13341
2	[b*g]	6668
2	[+à]	98
1	[ē*i]	65035
1	[ụ̀*u]	51230
1	[ọ̀*ụ̀]	48228
1	[bhh*kp]	39965
1	[s*gb]	21535
1	[nw*j]	18442
1	[w*gh]	12328
1	[b*gw]	6700
1	[g*j]	6154
1	[e*ē]	4735
1	[y*l]	3098
1	[.*Ị]	1585
1	[+ì]	97
1	[+bhh]	78
1	[+s]	42
1	[+gh]	40
1	[+m]	25
1	[+ọ]	21
1	[+ụ]	14
1	[+i]	11
1	[+e]	9
1	[+y]	6
1	[+n]	4

6.23032,7.06492	6.26889,7.04225
2	[a*ā]	2637
1	[-à]	50176
1	[ì*ụ̄]	49782
1	[ā*ū]	39556
1	[t*gb]	18975
1	[z*s]	17962
1	[l*kw]	13329
1	[m*ny]	12816
1	[k*gh]	9768
1	[e*i]	4619
1	[y*r]	3099
1	[y*j]	3082
1	[+t]	37
1	[+o]	15

6.23032,7.06492	6.276,7.005
1	[m̄*ụ̀]	69732
1	[ị̀*ụ̀]	69220
1	[ū*ì]	67681
1	[ǹ*e]	50697
1	[à*a]	50181
1	[ì*ọ̀]	49758
1	[ì*o]	49679
1	[bhh*gh]	39976
1	[ā*nw]	39460
1	[gw*phh]	22783
1	[s*gh]	21544
1	[s*sh]	21532
1	[nw*ny]	18448
1	[z*t]	17957
1	[z*d]	17938
1	[gb*gw]	15916
1	[gb*b]	15885
1	[r*-]	13875
1	[l*h]	13332
1	[m*phh]	13055
1	[m*gh]	12840
1	[m*i]	12811
1	[-m]	12800
1	[w*hw]	12403
1	[k*phh]	9983
1	[k*gb]	9759
1	[d*phh]	9471
1	[d*w]	9240
1	[ny*gb]	8223
1	[i*ì]	5729
1	[y*sh]	3100
1	[-n]	2048
1	[+ị̀]	135
1	[+è]	92
1	[+ā]	77
1	[+e]	9

6.23032,7.06492	6.2871,7.0432
8	[à*a]	50181
4	[-à]	50176
3	[ù*o]	68111
2	[ū*a]	67589
2	[à*ọ]	50197
2	[ọ̀*ụ]	48142
2	[è*o]	47119
2	[è*a]	47109
2	[-è]	47104
2	[ọ*u]	10782
1	[ī*u]	70174
1	[ī*e]	70153
1	[ị̀*ọ]	69141
1	[ị̀*i]	69131
1	[ị̄*o]	67087
1	[ị̄*a]	67077
1	[ō*u]	66078
1	[ō*ọ]	66069
1	[ò*e]	60937
1	[ụ̄*ọ]	60437
1	[ụ̄*a]	60421
1	[m̀*Ọ]	57894
1	[m̀*ọ]	57877
1	[ụ̀*ị]	51241
1	[ụ̀*ụ]	51214
1	[ụ̀*i]	51211
1	[ǹ*a]	50693
1	[à*O]	50224
1	[à*ị]	50217
1	[à*Ọ]	50214
1	[à*o]	50191
1	[à*ụ]	50190
1	[à*e]	50185
1	[à*n]	50180
1	[ì*ị]	49705
1	[ì*u]	49694
1	[ì*o]	49679
1	[ì*a]	49669
1	[ọ̀*d]	48146
1	[ọ̀*i]	48139
1	[è*Ị]	47153
1	[è*l]	47130
1	[è*i]	47115
1	[è*n]	47108
1	[ā*ọ]	39445
1	[-*m]	26137
1	[s*kp]	21533
1	[ị*ọ]	21013
1	[nw*ị]	18473
1	[nw*g]	18444
1	[z*t]	17957
1	[u*I]	15414
1	[l*w]	13336
1	[l*kw]	13329
1	[l*e]	13321
1	[m*i]	12811
1	[-m]	12800
1	[w*v]	12361
1	[k*r]	9755
1	[kw*r]	8731
1	[kw*j]	8714
1	[ny*s]	8234
1	[ny*r]	8219
1	[ny*m]	8217
1	[ụ*a]	7173
1	[i*t]	5669
1	[j*b]	5133
1	[-e]	4608
1	[n*o]	2063
1	[n*b]	2061
1	[+t]	37
1	[+ọ]	21
1	[+e]	9

6.23032,7.06492	6.311,6.908
3	[è*i]	47115
2	[-è]	47104
2	[w*ch]	12311
1	[ù*o]	68111
1	[ō*e]	66057
1	[ē*o]	65039
1	[-ē]	65024
1	[ò*o]	60943
1	[ụ̀*a]	51205
1	[à*ị]	50217
1	[à*u]	50206
1	[à*h]	50196
1	[à*ụ]	50190
1	[à*e]	50185
1	[à*a]	50181
1	[ì*o]	49679
1	[ì*e]	49673
1	[ọ̀*ọ]	48149
1	[ọ̀*ụ]	48142
1	[ọ̀*n]	48132
1	[è*1]	47228
1	[è*ọ]	47125
1	[è*e]	47113
1	[è*a]	47109
1	[è*n]	47108
1	[bhh*v]	40009
1	[bhh*kp]	39965
1	[bhh*l]	39962
1	[ị*u]	21022
1	[ị*i]	21003
1	[t*gw]	18988
1	[nw*a]	18437
1	[z*e]	17929
1	[gb*v]	15945
1	[-gb]	15872
1	[kp*w]	14872
1	[r*v]	13897
1	[r*d]	13842
1	[-m]	12800
1	[w*v]	12361
1	[ch*z]	11811
1	[ch*d]	11794
1	[ọ*ụ]	10766
1	[ọ*i]	10763
1	[-o]	7680
1	[ụ*ọ]	7189
1	[i*t]	5669
1	[i*o]	5647
1	[j*ny]	5136
1	[e*u]	4638
1	[-n]	2048

6.23032,7.06492	6.3739,6.8134
2	[-à]	50176
2	[-m]	12800
1	[ọ̄*a]	66565
1	[ụ̀*ọ̀]	51294
1	[ụ̀*a]	51205
1	[à*ị]	50217
1	[ì*o]	49679
1	[ọ̀*n]	48132
1	[-è]	47104
1	[-zh]	36864
1	[ị*ā]	21069
1	[t*ụ̀]	19044
1	[-gb]	15872
1	[r*bhh]	13902
1	[r*d]	13842
1	[w*bhh]	12366
1	[ch*b]	11789
1	[ọ*ụ̄]	10870
1	[ọ*à]	10850
1	[ọ*ụ]	10766
1	[ny*bhh]	8270
1	[o*ǹ]	7779
1	[o*n]	7684
1	[-o]	7680
1	[i*ọ̀]	5726
1	[i*è]	5724
1	[e*ū]	4740
1	[e*bhh]	4686
1	[a*ọ]	2581
1	[-n]	2048

6.23032,7.06492	6.3823,6.8088
1	[ụ̀*ọ̀]	51294
1	[à*ị]	50217
1	[r*d]	13842
1	[m*j]	12810
1	[ọ*ụ̄]	10870
1	[o*ǹ]	7779
1	[ụ*ị̄]	7299
1	[i*ọ̀]	5726
1	[i*è]	5724
1	[a*ọ]	2581
1	[-n]	2048
1	[+kp]	29

6.23032,7.06492	6.3857,6.8229
2	[o*ó]	7776
2	[e*é]	4699
1	[-ē]	65024
1	[ụ̀*ọ̀]	51294
1	[-à]	50176
1	[ị*ā]	21069
1	[u*À]	15559
1	[u*ú]	15513
1	[u*í]	15511
1	[ọ*ọ́]	10868
1	[ọ*á]	10857
1	[ọ*ụ́]	10847
1	[ọ*ọ̀]	10846
1	[ụ*ú]	7321
1	[i*í]	5783
1	[i*ū]	5764
1	[e*ụ́]	4703
1	[a*í]	2711
1	[a*ә]	2688
1	[a*á]	2665
1	[a*h]	2580
1	[n*Í]	2211

6.2328,6.6478	4.99083,7.05444
1	[b*j]	6666

6.2328,6.6478	5.0131,7.0688
1	[ọ̀*!]	48129
1	[b*nw]	6692

6.2328,6.6478	5.0135,7.069
1	[à*I]	50230
1	[ọ̀*!]	48129

6.2328,6.6478	5.1335,7.0165

6.2328,6.6478	5.3999,7.0167

6.2328,6.6478	5.4244,7.1967
1	[m̀*ọ́]	57972
1	[-è]	47104

6.2328,6.6478	5.4543,7.0247
1	[ọ̀*!]	48129
1	[-è]	47104

6.2328,6.6478	5.4829,7.0337
1	[+h]	20

6.2328,6.6478	5.522,6.923
1	[+h]	20

6.2328,6.6478	5.5832,7.05
1	[gw*m]	22553
1	[+h]	20

6.2328,6.6478	5.5834,7.05
1	[gw*m]	22553
1	[+h]	20

6.2328,6.6478	5.6027,7.322
1	[+h]	20

6.2328,6.6478	5.664,7.012
1	[gw*m]	22553
1	[+h]	20

6.2328,6.6478	5.70003,7.73332
1	[ò*ẹ]	61103
1	[à*u]	50206
1	[ì*ụ]	49678
1	[ọ̀*ụ]	48142
1	[è*Ọ]	47142
1	[k*f]	9760

6.2328,6.6478	5.71795,7.08217

6.2328,6.6478	5.72517,7.13325
1	[+h]	20

6.2328,6.6478	5.783,6.8667
1	[gw*m]	22553
1	[ị*i]	21003
1	[ọ*ị̀]	10887
1	[+h]	20

6.2328,6.6478	5.80897,7.06093
1	[m*kh]	12847
1	[+h]	20

6.2328,6.6478	5.85389,6.86
1	[gw*m]	22553
1	[ị*i]	21003
1	[+h]	20

6.2328,6.6478	5.85916,7.00299
1	[gw*m]	22553
1	[m*kh]	12847
1	[ọ*ị̀]	10887
1	[+h]	20

6.2328,6.6478	5.9332,7.0834
1	[ọ*ị̀]	10887

6.2328,6.6478	5.95007,7.11665

6.2328,6.6478	5.97889,7.09399
1	[ọ*ị̀]	10887

6.2328,6.6478	5.9963,6.925
1	[ā*è]	39516
1	[gw*m]	22553
1	[ị*i]	21003
1	[ọ*ị̀]	10887
1	[+h]	20

6.2328,6.6478	6.0038,6.9155
1	[ọ*ị̀]	10887
1	[+f]	32

6.2328,6.6478	6.01667,7.08333
1	[ọ*ị̀]	10887

6.2328,6.6478	6.01671,6.91664
1	[Ò*ē]	88703
1	[à*ǹ]	50275
1	[è*u]	47134
1	[ā*ọ̀]	39518
1	[ā*è]	39516
1	[ị*n]	20996
1	[nw*kw]	18449
1	[N*e]	17417
1	[f*b]	16397
1	[u*è]	15452
1	[sh*ch]	14359
1	[w*f]	12320
1	[-w]	12288
1	[ọ*ị̀]	10887
1	[h*t]	10277
1	[ụ*i]	7179
1	[y*n]	3076
1	[a*m]	2585
1	[n*-]	2099
1	[+z]	35

6.2328,6.6478	6.0168,7.0834

6.2328,6.6478	6.01735,6.9134
1	[ụ̀*b]	51213
1	[è*u]	47134
1	[ā*ọ̀]	39518
1	[ā*è]	39516
1	[O*e]	24585
1	[ị*n]	20996
1	[N*e]	17417
1	[f*b]	16397
1	[gb*g]	15884
1	[u*è]	15452
1	[sh*ch]	14359
1	[m*k]	12819
1	[w*f]	12320
1	[h*t]	10277
1	[-d]	9216
1	[ny*y]	8198
1	[ụ*i]	7179
1	[g*f]	6176
1	[g*k]	6163
1	[y*n]	3076
1	[a*m]	2585

6.2328,6.6478	6.05,7.58333
1	[ị̀*A]	69165
1	[à*Ọ]	50214
1	[w*y]	12294
1	[+h]	20

6.2328,6.6478	6.05314,6.86476
2	[f*b]	16397
1	[ụ̀*m̄]	51336
1	[è*u]	47134
1	[ā*è]	39516
1	[O*e]	24585
1	[s*ts]	21681
1	[t*n]	18948
1	[N*e]	17417
1	[gb*f]	15904
1	[gb*k]	15891
1	[gb*b]	15885
1	[u*è]	15452
1	[sh*ch]	14359
1	[m*k]	12819
1	[w*phh]	12543
1	[w*-]	12339
1	[ọ*à]	10850
1	[h*t]	10277
1	[-d]	9216
1	[ny*ṛ]	8483
1	[ny*y]	8198
1	[g*f]	6176
1	[g*k]	6163
1	[y*n]	3076
1	[a*n̄]	2621
1	[a*m]	2585
1	[.*ә]	1664

6.2328,6.6478	6.06667,7.01667
1	[O*k]	24595

6.2328,6.6478	6.08333,7
1	[m̄*y]	69638
1	[O*k]	24595
1	[sh*ch]	14359

6.2328,6.6478	6.08333,7.01667

6.2328,6.6478	6.08624,6.99556
2	[+n]	4
1	[ē*ị̀]	65159
1	[ā*ọ̀]	39518
1	[ā*è]	39516
1	[O*p]	24631
1	[O*g]	24588
1	[f*b]	16397
1	[u*è]	15452
1	[sh*ch]	14359
1	[o*ị̄]	7811
1	[b*phh]	6911
1	[y*ọ̀]	3166
1	[a*à]	2658
1	[,*w]	1048
1	[+ò]	119

6.2328,6.6478	6.1038,6.8834
1	[ị̄*o]	67087
1	[è*ò]	47223
1	[ā*ò]	39543
1	[ā*è]	39516
1	[ā*e]	39433
1	[s*-]	21555
1	[t*n]	18948
1	[N*e]	17417
1	[f*bhh]	16462
1	[f*b]	16397
1	[u*è]	15452
1	[-kp]	14848
1	[l*z]	13347
1	[w*phh]	12543
1	[-w]	12288
1	[ọ*à]	10850
1	[ọ*e]	10761
1	[g*k]	6163
1	[y*n]	3076
1	[a*m]	2585
1	[n*-]	2099

6.2328,6.6478	6.1094,6.88615
1	[Ò*-]	88627
1	[ī*ọ]	70165
1	[ị̄*o]	67087
1	[ē*ị]	65065
1	[ụ̀*ọ]	51221
1	[ǹ*o]	50703
1	[à*ọ]	50197
1	[à*ụ]	50190
1	[-à]	50176
1	[ì*ẹ]	49839
1	[ì*ị]	49705
1	[ọ̀*ọ]	48149
1	[ọ̀*h]	48148
1	[ọ̀*i]	48139
1	[è*u]	47134
1	[è*m]	47129
1	[è*e]	47113
1	[ā*ə]	39568
1	[ā*ị]	39465
1	[O*g]	24588
1	[s*l]	21530
1	[t*l]	18970
1	[N*ụ]	17422
1	[N*e]	17417
1	[f*bhh]	16462
1	[f*b]	16397
1	[gb*s]	15914
1	[u*o]	15375
1	[-kp]	14848
1	[sh*ch]	14359
1	[l*z]	13347
1	[l*r]	13339
1	[m*l]	12826
1	[-w]	12288
1	[ọ*e]	10761
1	[ny*s]	8234
1	[b*bhh]	6734
1	[-e]	4608
1	[a*u]	2590
1	[n*b]	2061
1	[+m]	25
1	[+e]	9

6.2328,6.6478	6.1124,6.7738
2	[j*sh]	5148
2	[+k]	19
1	[á*e]	53769
1	[à*ị̀]	50311
1	[K*y]	27142
1	[gw*t]	22565
1	[s*ts]	21681
1	[ị*e]	21001
1	[nw*w]	18456
1	[gb*k]	15891
1	[sh*ch]	14359
1	[w*f]	12320
1	[ọ*ọ̄]	10882
1	[ọ*e]	10761
1	[h*f]	10272
1	[d*g]	9228
1	[kw*v]	8777
1	[ụ*ọ]	7189
1	[i*ī]	5769
1	[j*f]	5152
1	[n*à]	2146
1	[n*f]	2080
1	[n*e]	2057
1	[+phh]	255
1	[+ǹ]	99
1	[+à]	98
1	[+ā]	77
1	[+ọ]	21
1	[+o]	15

6.2328,6.6478	6.1124,6.7739
2	[s*ts]	21681
1	[á*e]	53769
1	[è*ò]	47223
1	[p*ch]	28183
1	[I*h]	27668
1	[gw*nw]	22564
1	[N*e]	17417
1	[f*bhh]	16462
1	[f*h]	16404
1	[f*b]	16397
1	[gb*f]	15904
1	[gb*k]	15891
1	[gb*b]	15885
1	[sh*ch]	14359
1	[m*h]	12820
1	[m*k]	12819
1	[ọ*à]	10850
1	[ny*ṛ]	8483
1	[ny*y]	8198
1	[g*gb]	6175
1	[-e]	4608
1	[y*n]	3076
1	[a*n̄]	2621
1	[a*m]	2585

6.2328,6.6478	6.11667,7.06667

6.2328,6.6478	6.1334,7.3667

6.2328,6.6478	6.1429,6.8914
1	[Ò*1]	88700
1	[ī*ọ]	70165
1	[ị̄*o]	67087
1	[ò*f]	60960
1	[ụ̀*t]	51237
1	[ì*)]	49752
1	[ọ̀*I]	48182
1	[ọ̀*ọ]	48149
1	[ọ̀*i]	48139
1	[è*e]	47113
1	[ā*ị]	39465
1	[ā*a]	39429
1	[O*g]	24588
1	[s*d]	21522
1	[t*b]	18957
1	[N*e]	17417
1	[Y*d]	16914
1	[f*b]	16397
1	[gb*s]	15914
1	[u*o]	15375
1	[-kp]	14848
1	[sh*ch]	14359
1	[l*z]	13347
1	[-ch]	11776
1	[ọ*e]	10761
1	[d*ọ]	9237
1	[ny*s]	8234
1	[g*f]	6176
1	[-e]	4608
1	[a*u]	2590
1	[n*a]	2053
1	[+o]	15

6.2328,6.6478	6.145,7.469
1	[ị̀*A]	69165
1	[ǹ*I]	50742
1	[à*Ọ]	50214
1	[à*u]	50206
1	[ā*e]	39433
1	[ā*a]	39429
1	[+h]	20

6.2328,6.6478	6.157,7.0311
1	[O*E]	24598

6.2328,6.6478	6.1665,6.7833
2	[gb*s]	15914
2	[w*m]	12313
2	[-e]	4608
1	[Ò*1]	88700
1	[ù*ā]	68173
1	[ị̄*o]	67087
1	[ò*f]	60960
1	[á*ị̄]	53891
1	[á*e]	53769
1	[ā*a]	39429
1	[n̄*ọ̀]	31326
1	[I*h]	27668
1	[O*g]	24588
1	[O*e]	24585
1	[gw*v]	22601
1	[gw*nw]	22564
1	[s*l]	21530
1	[s*d]	21522
1	[t*bhh]	19022
1	[-t]	18944
1	[nw*n]	18436
1	[N*(]	17497
1	[N*e]	17417
1	[N*a]	17413
1	[Y*d]	16914
1	[f*v]	16457
1	[f*nw]	16420
1	[f*m]	16409
1	[f*ch]	16407
1	[f*b]	16397
1	[gb*f]	15904
1	[gb*k]	15891
1	[gb*y]	15878
1	[sh*ch]	14359
1	[l*z]	13347
1	[m*t]	12837
1	[m*ny]	12816
1	[m*g]	12812
1	[-m]	12800
1	[w*v]	12361
1	[-ch]	11776
1	[ọ*e]	10761
1	[h*g]	10252
1	[ụ*ụ̀]	7268
1	[g*kw]	6161
1	[e*i]	4619
1	[y*n]	3076
1	[a*ò]	2679
1	[a*e]	2569
1	[n*u]	2078
1	[+o]	15
1	[+ụ]	14
1	[+a]	5

6.2328,6.6478	6.16667,7.01667
2	[+o]	15
1	[ị̄*o]	67087
1	[ọ*e]	10761

6.2328,6.6478	6.16855,7.4515
1	[ị̀*A]	69165
1	[à*Ọ]	50214
1	[ā*a]	39429

6.2328,6.6478	6.1831,6.6336
4	[e*é]	4699
4	[a*á]	2665
2	[nw*n]	18436
2	[i*í]	5783
1	[ē*ụ́]	65119
1	[I*Ò]	27821
1	[K*y]	27142
1	[M*t]	23589
1	[A*í]	23191
1	[gw*t]	22565
1	[ị*ị́]	21152
1	[f*ch]	16407
1	[gb*s]	15914
1	[gb*k]	15891
1	[u*ú]	15513
1	[l*z]	13347
1	[ọ*ú]	10905
1	[ọ*í]	10903
1	[ọ*á]	10857
1	[ọ*ụ́]	10847
1	[kw*f]	8736
1	[o*é]	7771
1	[ụ*í]	7319
1	[i*̄]	5820
1	[i*é]	5723
1	[n*ǹ]	2147
1	[+é]	91
1	[+l]	26
1	[+b]	13

6.2328,6.6478	6.1832,6.9834

6.2328,6.6478	6.187,7.072

6.2328,6.6478	6.19721,6.9697
2	[b*l]	6682
1	[ī*ọ]	70165
1	[ị̄*o]	67087
1	[ò*f]	60960
1	[ụ̀*t]	51237
1	[ǹ*o]	50703
1	[ọ̀*I]	48182
1	[ọ̀*ọ]	48149
1	[ọ̀*i]	48139
1	[è*e]	47113
1	[ā*ị]	39465
1	[ā*a]	39429
1	[s*d]	21522
1	[N*e]	17417
1	[Y*d]	16914
1	[f*b]	16397
1	[gb*s]	15914
1	[-kp]	14848
1	[sh*ch]	14359
1	[l*z]	13347
1	[-ch]	11776
1	[ọ*e]	10761
1	[d*ọ]	9237
1	[b*w]	6680
1	[a*u]	2590
1	[+ọ]	21
1	[+o]	15

6.2328,6.6478	6.1982,7.0668
1	[ī*ọ]	70165
1	[ò*f]	60960
1	[ụ̀*t]	51237
1	[ǹ*o]	50703
1	[ọ̀*ụ̄]	48246
1	[A*ə]	23184
1	[s*gb]	21535
1	[gb*s]	15914
1	[u*ā]	15437
1	[d*ọ]	9237
1	[b*ch]	6679

6.2328,6.6478	6.2065,7.0679
1	[ī*ọ]	70165
1	[ò*f]	60960
1	[ụ̀*t]	51237
1	[ǹ*o]	50703
1	[ọ̀*ọ]	48149
1	[A*;]	23343
1	[s*gb]	21535
1	[gb*s]	15914
1	[u*ụ]	15374
1	[-m]	12800
1	[d*ọ]	9237
1	[b*ch]	6679
1	[a*u]	2590
1	[,*5]	1237

6.2328,6.6478	6.22242,6.93223
1	[ī*ọ]	70165
1	[ị̄*o]	67087
1	[ụ̀*t]	51237
1	[ǹ*o]	50703
1	[ì*v]	49737
