4.99083,7.05444	4.99083,7.05444

4.99083,7.05444	5.0131,7.0688
1	[r*th]	13891
1	[l*sh]	13340
1	[l*w]	13336
1	[k*nw]	9764
1	[-k]	9728
1	[-kw]	8704
1	[o*ō]	7809
1	[ụ*ọ̄]	7298
1	[ụ*à]	7266
1	[b*z]	6691
1	[g*s]	6186
1	[j*kh]	5167
1	[j*k]	5139
1	[-e]	4608
1	[y*r̃]	3206
1	[a*m̄]	2696
1	[a*ọ̀]	2654
1	[+ū]	132
1	[+ē]	127
1	[+à]	98

5.783,6.8667	5.664,7.012
2	[ị*a]	20997
2	[t*s]	18986
2	[l*sh]	13340
2	[kw*d]	8722
2	[-e]	4608
1	[ị̀*à]	69218
1	[ị̀*ị]	69161
1	[ị̀*kp]	69149
1	[ū*è]	67676
1	[ē*ì]	65121
1	[m̀*u]	57886
1	[ụ̀*ọ]	51221
1	[ì*ī]	49801
1	[ì*ọ̄]	49794
1	[ọ̀*ụ]	48142
1	[è*o]	47119
1	[s*gb]	21535
1	[t*r̃]	19078
1	[t*hw]	19059
1	[-t]	18944
1	[nw*r]	18459
1	[nw*a]	18437
1	[f*hw]	16499
1	[f*h]	16404
1	[gb*z]	15907
1	[gb*m]	15897
1	[u*ù]	15493
1	[kp*r̃]	14982
1	[r*th]	13891
1	[l*p]	13367
1	[l*kwh]	13364
1	[l*kp]	13341
1	[l*w]	13336
1	[l*g]	13324
1	[-l]	13312
1	[w*sh]	12316
1	[-ọ]	10752
1	[k*r̃]	9862
1	[k*gh]	9768
1	[k*nw]	9764
1	[-k]	9728
1	[d*ò]	9335
1	[d*z]	9251
1	[d*r]	9243
1	[d*g]	9228
1	[kw*ṅ]	8764
1	[kw*s]	8746
1	[kw*gh]	8744
1	[kw*h]	8724
1	[kw*k]	8723
1	[-kw]	8704
1	[o*è]	7772
1	[o*e]	7689
1	[ụ*ọ̄]	7298
1	[g*ṅ]	6204
1	[i*à]	5730
1	[i*ā]	5709
1	[j*kh]	5167
1	[j*t]	5157
1	[j*k]	5139
1	[e*ọ]	4629
1	[y*j]	3082
1	[a*m̄]	2696
1	[a*ị̄]	2691
1	[a*ā]	2637
1	[a*ọ]	2581
1	[a*ụ]	2574
1	[n*à]	2146
1	[n*è]	2140
1	[n*gw]	2092
1	[+ọ̄]	130
1	[+ē]	127
1	[+ụ̀]	100
1	[+t]	37
1	[+sh]	28

5.783,6.8667	5.70003,7.73332
2	[à*ị]	50217
2	[à*a]	50181
2	[è*i]	47115
1	[ē*o]	65039
1	[ò*ẹ]	61103
1	[ò*e]	60937
1	[ụ̄*o]	60431
1	[ụ̀*a]	51205
1	[à*z]	50211
1	[à*u]	50206
1	[à*ọ]	50197
1	[à*i]	50187
1	[ì*ụ]	49678
1	[ọ̀*ụ]	48142
1	[ọ̀*i]	48139
1	[è*Ọ]	47142
1	[kp*kh]	14895
1	[m*bh]	12857
1	[-h]	10240
1	[k*f]	9760
1	[b*a]	6661
1	[e*Ị]	4657
1	[y*kh]	3119
1	[y*s]	3114

5.783,6.8667	5.71795,7.08217
3	[+a]	5
2	[e*ọ]	4629
1	[ị̀*à]	69218
1	[ē*ī]	65161
1	[-ē]	65024
1	[ụ̀*ọ]	51221
1	[à*ụ̄]	50294
1	[ì*ọ̄]	49794
1	[ị*a]	20997
1	[t*hw]	19059
1	[t*s]	18986
1	[nw*gw]	18476
1	[z*kp]	17949
1	[f*hw]	16499
1	[f*h]	16404
1	[l*kp]	13341
1	[l*w]	13336
1	[l*n]	13316
1	[k*nw]	9764
1	[k*n]	9732
1	[d*r]	9243
1	[o*kp]	7709
1	[o*e]	7689
1	[b*kp]	6685
1	[i*ā]	5709
1	[y*h]	3092
1	[+ù]	133
1	[+ē]	127
1	[+u]	30
1	[+i]	11

5.783,6.8667	5.72517,7.13325
2	[t*s]	18986
2	[-e]	4608
1	[ù*a]	68101
1	[ē*ī]	65161
1	[ē*ọ]	65045
1	[à*i]	50187
1	[ì*ọ̄]	49794
1	[bhh*hw]	40051
1	[-v]	37376
1	[-t]	18944
1	[nw*a]	18437
1	[z*d]	17938
1	[f*hw]	16499
1	[f*h]	16404
1	[gb*lw]	16011
1	[u*ù]	15493
1	[r*th]	13891
1	[r*j]	13834
1	[l*sh]	13340
1	[l*w]	13336
1	[l*a]	13317
1	[k*nw]	9764
1	[-k]	9728
1	[kw*b]	8717
1	[-kw]	8704
1	[o*ō]	7809
1	[o*e]	7689
1	[ụ*ọ̄]	7298
1	[b*z]	6691
1	[g*s]	6186
1	[j*d]	5138
1	[j*n]	5124
1	[e*ọ̀]	4702
1	[y*r̃]	3206
1	[a*m̄]	2696
1	[+ō]	129
1	[+à]	98

5.783,6.8667	5.783,6.8667

5.783,6.8667	5.80897,7.06093
1	[ụ̀*ọ]	51221
1	[ì*ọ̄]	49794
1	[t*n]	18948
1	[nw*gw]	18476
1	[f*gh]	16424
1	[f*h]	16404
1	[l*h]	13332
1	[l*n]	13316
1	[m*kh]	12847
1	[k*nw]	9764
1	[d*r]	9243
1	[ụ*ọ̀]	7262
1	[g*sh]	6172
1	[g*b]	6157
1	[e*ā]	4685
1	[a*ọ̀]	2654
1	[n*u]	2078
1	[+a]	5
1	[+n]	4

5.783,6.8667	5.85389,6.86
4	[l*r]	13339
2	[+a]	5
1	[ī*ì]	70241
1	[ị̀*à]	69218
1	[ị̀*e]	69129
1	[ū*ị]	67625
1	[:*̀]	63116
1	[ụ̀*ị̄]	51331
1	[ǹ*i]	50699
1	[à*ọ]	50197
1	[ì*á]	49769
1	[ì*è]	49756
1	[ì*é]	49755
1	[ì*e]	49673
1	[-(]	45568
1	[)*o]	45071
1	[gw*d]	22546
1	[gw*n]	22532
1	[ị*ị̄]	21123
1	[t*f]	18976
1	[nw*n]	18436
1	[f*g]	16396
1	[gb*gw]	15916
1	[gb*n]	15876
1	[u*è]	15452
1	[u*i]	15371
1	[kp*a]	14853
1	[r*t]	13861
1	[r*k]	13843
1	[l*ry]	13422
1	[l*z]	13347
1	[l*w]	13336
1	[l*k]	13331
1	[l*n]	13316
1	[m*g]	12812
1	[ọ*ọ̄]	10882
1	[k*m]	9753
1	[d*n]	9220
1	[kw*n]	8708
1	[-kw]	8704
1	[ny*j]	8202
1	[ụ*á]	7273
1	[b*g]	6668
1	[g*b]	6157
1	[e*ọ]	4629
1	[e*o]	4623
1	[y*z]	3107
1	[y*sh]	3100
1	[a*ā]	2637
1	[a*ị]	2601
1	[a*ụ]	2574
1	[n*è]	2140
1	[+nw]	36
1	[+u]	30
1	[+r]	27

5.783,6.8667	5.85916,7.00299
2	[ì*ọ̄]	49794
2	[nw*k]	18451
2	[l*r̃]	13446
2	[l*n]	13316
2	[-kw]	8704
2	[b*m]	6681
2	[e*o]	4623
1	[lw*j]	71178
1	[ù*a]	68101
1	[:*–]	63140
1	[m̀*ị]	57897
1	[ry*sh]	56348
1	[à*ọ]	50197
1	[à*a]	50181
1	[ì*o]	49679
1	[-ì]	49664
1	[è*à]	47202
1	[è*ị]	47145
1	[è*g]	47116
1	[-(]	45568
1	[ā*ò]	39543
1	[p*z]	28195
1	[M*m̀]	23665
1	[gw*hw]	22643
1	[gw*z]	22563
1	[s*ō]	21633
1	[s*r]	21531
1	[ị*ị̄]	21123
1	[-gh]	20480
1	[Ọ*)]	19544
1	[t*l]	18970
1	[nw*m]	18457
1	[z*kw]	17937
1	[f*h̃]	16545
1	[f*hw]	16499
1	[f*h]	16404
1	[gb*b]	15885
1	[u*ị̀]	15495
1	[kp*ọ̀]	14942
1	[kp*f]	14880
1	[r*th]	13891
1	[r*kp]	13853
1	[r*l]	13850
1	[l*r]	13339
1	[l*w]	13336
1	[l*j]	13322
1	[-l]	13312
1	[m*kh]	12847
1	[m*ny]	12816
1	[m*g]	12812
1	[m*e]	12809
1	[-m]	12800
1	[ch*r]	11803
1	[-ch]	11776
1	[ọ*ọ̀]	10846
1	[ọ*ā]	10829
1	[h*t]	10277
1	[k*nw]	9764
1	[k*kp]	9757
1	[d*y]	9222
1	[kw*n]	8708
1	[o*ǹ]	7779
1	[ụ*a]	7173
1	[ụ*!]	7169
1	[b*s]	6698
1	[b*g]	6668
1	[i*à]	5730
1	[i*e]	5641
1	[e*ī]	4745
1	[a*ù]	2693
1	[a*ụ̀]	2660
1	[a*ụ]	2574
1	[+ù]	133
1	[+o]	15
1	[+g]	12
1	[+i]	11

5.783,6.8667	5.9332,7.0834
1	[ǹ*ụ̀]	50788
1	[ì*ọ̀]	49758
1	[ọ̀*ụ̄]	48246
1	[è*bh]	47161
1	[s*ō]	21633
1	[nw*d]	18450
1	[f*h]	16404
1	[gb*f]	15904
1	[l*n]	13316
1	[m*e]	12809
1	[ụ*ọ̀]	7262
1	[e*ā]	4685
1	[+ù]	133
1	[+ọ̄]	130

5.783,6.8667	5.95007,7.11665
1	[t*ch]	18967
1	[nw*n]	18436
1	[f*h]	16404
1	[m*è]	12892
1	[ch*k]	11795
1	[h*r̃]	10374
1	[b*f]	6688

5.783,6.8667	5.97889,7.09399
1	[ǹ*n]	50692
1	[è*gb]	47135
1	[s*ō]	21633
1	[t*ch]	18967
1	[nw*l]	18458
1	[nw*e]	18441
1	[f*h]	16404
1	[gb*kp]	15901
1	[m*è]	12892
1	[m*e]	12809
1	[e*ā]	4685
1	[+e]	9

5.783,6.8667	5.9963,6.925
2	[kp*ọ̀]	14942
2	[l*n]	13316
2	[ny*j]	8202
2	[b*gw]	6700
2	[g*z]	6179
2	[e*u]	4638
2	[a*ụ]	2574
2	[+i]	11
1	[ī*ì]	70241
1	[ị̀*ù]	69253
1	[ù*à]	68194
1	[ū*è]	67676
1	[ū*ị]	67625
1	[ị̄*u]	67102
1	[ò*n]	60932
1	[ụ̄*u]	60446
1	[m̀*ị]	57897
1	[ǹ*i]	50699
1	[ì*ū]	49796
1	[ì*o]	49679
1	[ọ̀*n]	48132
1	[è*ù]	47237
1	[è*à]	47202
1	[è*ị]	47145
1	[-(]	45568
1	[ā*u]	39454
1	[gw*f]	22560
1	[gw*k]	22547
1	[gw*d]	22546
1	[gw*y]	22534
1	[s*z]	21539
1	[ị*ị̀]	21127
1	[ị*ū]	21124
1	[t*k]	18963
1	[t*g]	18956
1	[nw*k]	18451
1	[nw*d]	18450
1	[gb*b]	15885
1	[gb*n]	15876
1	[r*t]	13861
1	[r*l]	13850
1	[r*k]	13843
1	[l*ry]	13422
1	[l*s]	13354
1	[l*z]	13347
1	[l*r]	13339
1	[l*j]	13322
1	[-m]	12800
1	[w*bhh]	12366
1	[w*N]	12322
1	[w*kp]	12317
1	[ọ*ọ̄]	10882
1	[ọ*ụ]	10766
1	[h*nw]	10276
1	[k*bhh]	9806
1	[k*gh]	9768
1	[k*m]	9753
1	[kw*n]	8708
1	[-kw]	8704
1	[ụ*ọ̀]	7262
1	[ụ*a]	7173
1	[ụ*!]	7169
1	[b*s]	6698
1	[b*m]	6681
1	[b*kw]	6673
1	[b*n]	6660
1	[-g]	6144
1	[i*à]	5730
1	[i*e]	5641
1	[i*a]	5637
1	[e*è]	4700
1	[e*O]	4656
1	[y*z]	3107
1	[a*ụ̀]	2660
1	[a*u]	2590
1	[a*n]	2564
1	[n*y]	2054
1	[+ù]	133
1	[+ọ̄]	130
1	[+A]	45
1	[+u]	30

5.783,6.8667	6.0038,6.9155
1	[-ì]	49664
1	[gw*i]	22539
1	[nw*d]	18450
1	[gb*l]	15898
1	[r*m]	13849
1	[l*r]	13339
1	[m*gw]	12844
1	[h*f]	10272
1	[ụ*ụ̄]	7286
1	[b*y]	6662
1	[b*n]	6660
1	[e*è]	4700
1	[n*gw]	2092
1	[+è]	92
1	[+f]	32
1	[+sh]	28
1	[+n]	4

5.783,6.8667	6.01667,7.08333
1	[è*gb]	47135
1	[t*ch]	18967
1	[nw*e]	18441
1	[f*h]	16404
1	[gb*kp]	15901
1	[m*è]	12892
1	[m*e]	12809
1	[e*ā]	4685
1	[+phh]	255

5.783,6.8667	6.01671,6.91664
1	[-ì]	49664
1	[ọ̀*gw]	48172
1	[r*m]	13849
1	[m*gw]	12844
1	[-h]	10240
1	[b*y]	6662
1	[i*ị]	5673
1	[e*è]	4700
1	[e*h]	4628
1	[n*a]	2053
1	[+ē]	127

5.783,6.8667	6.0168,7.0834
1	[t*ch]	18967
1	[nw*e]	18441
1	[f*h]	16404
1	[gb*kp]	15901
1	[e*ā]	4685
1	[+f]	32

5.783,6.8667	6.01735,6.9134
1	[-ì]	49664
1	[ọ̀*gw]	48172
1	[r*m]	13849
1	[m*gw]	12844
1	[-h]	10240
1	[b*y]	6662
1	[i*ị]	5673
1	[e*è]	4700
1	[e*h]	4628
1	[n*a]	2053
1	[+ē]	127

5.783,6.8667	6.05,7.58333
2	[j*k]	5139
1	[ị̀*A]	69165
1	[-ị̀]	69120
1	[ò*e]	60937
1	[ụ̄*ò]	60535
1	[ụ̄*a]	60421
1	[à*ọ̄]	50306
1	[à*ị]	50217
1	[à*Ọ]	50214
1	[à*a]	50181
1	[-à]	50176
1	[ì*ọ̄]	49794
1	[ā*i]	39435
1	[ị*a]	20997
1	[t*g]	18956
1	[-t]	18944
1	[nw*l]	18458
1	[nw*a]	18437
1	[z*d]	17938
1	[f*h]	16404
1	[f*k]	16403
1	[r*gw]	13868
1	[l*k]	13331
1	[w*y]	12294
1	[h*cy]	10341
1	[-h]	10240
1	[k*ọ̀]	9822
1	[k*nw]	9764
1	[d*b]	9229
1	[kw*s]	8746
1	[kw*z]	8739
1	[ụ*ọ̄]	7298
1	[ụ*à]	7266
1	[g*s]	6186
1	[g*n]	6148
1	[j*y]	5126
1	[e*Ị]	4657
1	[a*m̄]	2696
1	[+ị̀]	135
1	[+ū]	132
1	[+ị]	41
1	[+w]	24
1	[+i]	11

5.783,6.8667	6.05314,6.86476
1	[-ì]	49664
1	[r*m]	13849
1	[m*gw]	12844
1	[w*r]	12315
1	[-h]	10240
1	[ny*r]	8219
1	[i*ị]	5673
1	[e*ē]	4735
1	[e*è]	4700

5.783,6.8667	6.06667,7.01667
1	[t*ch]	18967
1	[e*ā]	4685
1	[n*ā]	2125

5.783,6.8667	6.08333,7
1	[m̄*y]	69638
1	[à*o]	50191
1	[gb*kp]	15901
1	[a*e]	2569

5.783,6.8667	6.08333,7.01667
1	[t*ch]	18967
1	[gb*jy]	16161
1	[a*e]	2569

5.783,6.8667	6.08624,6.99556
1	[m*gw]	12844
1	[b*phh]	6911
1	[b*y]	6662
1	[e*o]	4623
1	[,*w]	1048

5.783,6.8667	6.1038,6.8834
1	[i*ị]	5673
1	[+ọ]	21
1	[+j]	10

5.783,6.8667	6.1094,6.88615
1	[ị̀*ọ]	69141
1	[ē*u]	65054
1	[ǹ*o]	50703
1	[à*ụ]	50190
1	[ì*ị]	49705
1	[ọ̀*h]	48148
1	[è*u]	47134
1	[è*m]	47129
1	[è*i]	47115
1	[m*gw]	12844
1	[i*ị]	5673
1	[+ị]	41

5.783,6.8667	6.1124,6.7738
2	[+k]	19
2	[+i]	11
1	[-ǹ]	50688
1	[à*ị̀]	50311
1	[ị*e]	21001
1	[w*f]	12320
1	[j*f]	5152
1	[j*sh]	5148
1	[n*à]	2146
1	[+phh]	255
1	[+ǹ]	99
1	[+ā]	77

5.783,6.8667	6.1124,6.7739
1	[r*m]	13849
1	[m*gw]	12844
1	[-h]	10240
1	[i*ị]	5673
1	[e*è]	4700

5.783,6.8667	6.11667,7.06667
1	[t*ch]	18967
1	[f*h]	16404
1	[e*ā]	4685

5.783,6.8667	6.1334,7.3667
1	[ụ̀*o]	51215
1	[gb*i]	15883
1	[ch*cy]	11877
1	[+kp]	29
1	[+i]	11

5.783,6.8667	6.1429,6.8914
1	[ị̀*ọ]	69141
1	[ọ̀*I]	48182
1	[m*gw]	12844
1	[i*ị]	5673

5.783,6.8667	6.145,7.469
2	[à*a]	50181
1	[ị̀*A]	69165
1	[r̃*gw]	68652
1	[ò*e]	60937
1	[ụ̄*ọ]	60437
1	[ụ̄*a]	60421
1	[m̀*e]	57865
1	[ụ̀*ụ]	51214
1	[ǹ*I]	50742
1	[à*ị]	50217
1	[à*Ọ]	50214
1	[à*u]	50206
1	[à*ụ]	50190
1	[ọ̀*-]	48179
1	[ā*e]	39433
1	[ā*a]	39429
1	[nw*ny]	18448
1	[nw*a]	18437
1	[r*k]	13843
1	[kw*b]	8717
1	[ụ*a]	7173
1	[g*s]	6186
1	[g*gh]	6184
1	[j*w]	5144
1	[+ị]	41
1	[+w]	24

5.783,6.8667	6.157,7.0311
1	[t*ch]	18967
1	[gb*ch]	15895
1	[a*e]	2569

5.783,6.8667	6.1665,6.7833
1	[ị̀*ọ]	69141
1	[r*m]	13849
1	[m*gw]	12844
1	[-h]	10240
1	[i*ị]	5673
1	[e*è]	4700

5.783,6.8667	6.16667,7.01667
1	[t*ch]	18967
1	[gb*ch]	15895
1	[a*e]	2569

5.783,6.8667	6.16855,7.4515
1	[ị̀*A]	69165
1	[ụ̀*ụ́]	51295
1	[à*Ọ]	50214
1	[ā*a]	39429
1	[nw*a]	18437
1	[gb*i]	15883
1	[-a]	2560
1	[+kp]	29
1	[+w]	24

5.783,6.8667	6.1831,6.6336
1	[ị̀*ọ]	69141
1	[m*gw]	12844
1	[-h]	10240
1	[ụ*í]	7319
1	[e*é]	4699
1	[+l]	26
1	[+b]	13

5.783,6.8667	6.1832,6.9834
1	[t*ch]	18967

5.783,6.8667	6.187,7.072
1	[t*ch]	18967
1	[e*ā]	4685

5.783,6.8667	6.19721,6.9697
1	[ị̀*ọ]	69141
1	[ǹ*o]	50703
1	[ọ̀*I]	48182
1	[è*i]	47115
1	[t*ch]	18967
1	[m*gw]	12844
1	[i*ị]	5673
1	[y*l]	3098

5.783,6.8667	6.1982,7.0668
1	[ị̀*ọ]	69141
1	[ǹ*o]	50703
1	[è*i]	47115
1	[t*ch]	18967
1	[e*ā]	4685
1	[y*l]	3098

5.783,6.8667	6.2065,7.0679
1	[ị̀*ọ]	69141
1	[ị̀*e]	69129
1	[ǹ*o]	50703
1	[è*ị]	47145
1	[è*i]	47115
1	[t*ch]	18967
1	[g*m]	6169
1	[y*l]	3098
1	[,*5]	1237

5.783,6.8667	6.22242,6.93223
1	[ị̀*ọ]	69141
1	[ǹ*o]	50703
1	[t*ch]	18967
1	[m*gw]	12844
1	[i*ị]	5673

5.783,6.8667	6.23032,7.06492
1	[ǹ*o]	50703
1	[ọ̀*ụ̀]	48228
1	[è*i]	47115
1	[t*ch]	18967
1	[m*gw]	12844
1	[i*ị]	5673
1	[y*l]	3098

5.783,6.8667	6.2328,6.6478
1	[ị̀*ọ]	69141
1	[m*gw]	12844
1	[-h]	10240
1	[i*ị]	5673

5.783,6.8667	6.2687,7.0405
1	[è*i]	47115
1	[b*g]	6668
1	[y*n]	3076
1	[+bhh]	78
1	[+s]	42
1	[+l]	26

5.783,6.8667	6.26889,7.04225
1	[ǹ*o]	50703
1	[è*i]	47115
1	[t*ch]	18967
1	[m*gw]	12844
1	[i*ị]	5673
1	[y*l]	3098

5.783,6.8667	6.276,7.005
1	[m̄*ụ̀]	69732
1	[t*ch]	18967
1	[m*gw]	12844
1	[i*ị]	5673

5.783,6.8667	6.2871,7.0432
1	[m̀*Ọ]	57894
1	[ǹ*o]	50703
1	[à*O]	50224
1	[ọ̀*d]	48146
1	[è*Ị]	47153
1	[è*i]	47115
1	[m*gw]	12844
1	[i*ị]	5673
1	[-e]	4608
1	[y*l]	3098

5.783,6.8667	6.311,6.908
1	[ị̀*ọ]	69141
1	[ǹ*o]	50703
1	[è*1]	47228
1	[t*z]	18979
1	[m*gw]	12844
1	[i*ị]	5673

5.783,6.8667	6.3739,6.8134
1	[ị̀*ọ]	69141
1	[r*m]	13849
1	[m*gw]	12844
1	[i*ị]	5673
1	[e*è]	4700

5.783,6.8667	6.3823,6.8088
1	[ị̀*ọ]	69141
1	[r*m]	13849
1	[m*gw]	12844
1	[o*i]	7691
1	[i*ị]	5673
1	[e*è]	4700

5.783,6.8667	6.3857,6.8229
1	[m*gw]	12844
1	[o*ó]	7776
1	[i*ū]	5764
1	[e*é]	4699
1	[a*ә]	2688
1	[a*á]	2665

5.80897,7.06093	4.99083,7.05444
1	[kh*m]	24089
1	[w*ụ]	12302
1	[-n]	2048
1	[+gb]	31

5.80897,7.06093	5.0131,7.0688
1	[ọ̀*!]	48129
1	[kh*m]	24089
1	[w*gb]	12319
1	[-n]	2048
1	[+ch]	23

5.80897,7.06093	5.0135,7.069
1	[à*I]	50230
1	[à*u]	50206
1	[ọ̀*!]	48129
1	[kh*m]	24089
1	[w*gb]	12319
1	[-n]	2048

5.80897,7.06093	5.1335,7.0165
1	[kh*m]	24089
1	[-n]	2048

5.80897,7.06093	5.3999,7.0167
1	[kh*m]	24089
1	[-n]	2048

5.80897,7.06093	5.4244,7.1967
1	[ị̄*i]	67083
1	[ọ̄*o]	66575
1	[ē*á]	65129
1	[ụ̄*kw]	60433
1	[m̀*ọ́]	57972
1	[à*ọ]	50197
1	[à*a]	50181
1	[ọ̀*ụ]	48142
1	[ā*e]	39433
1	[kh*m]	24089
1	[sh*g]	14348
1	[n*l]	2074
1	[-n]	2048
1	[+ọ]	21

5.80897,7.06093	5.4543,7.0247
1	[ị̄*i]	67083
1	[ọ̄*o]	66575
1	[ụ̄*kw]	60433
1	[à*ọ]	50197
1	[à*a]	50181
1	[ọ̀*ụ]	48142
1	[ọ̀*!]	48129
1	[ā*e]	39433
1	[kh*m]	24089
1	[sh*g]	14348
1	[n*ụ]	2062
1	[-n]	2048
1	[+ọ]	21

5.80897,7.06093	5.4829,7.0337
1	[ā*e]	39433
1	[kh*m]	24089
1	[sh*g]	14348
1	[kw*ì]	8801
1	[b*t]	6693
1	[e*d]	4626
1	[n*ụ]	2062
1	[-n]	2048

5.80897,7.06093	5.522,6.923
1	[ā*e]	39433
1	[kh*m]	24089
1	[-ị]	20992
1	[sh*g]	14348
1	[b*gb]	6687
1	[-n]	2048

5.80897,7.06093	5.5832,7.05
1	[ọ̀*ụ]	48142
1	[ọ̀*a]	48133
1	[ā*e]	39433
1	[kh*m]	24089
1	[-ị]	20992
1	[gh*hw]	20595
1	[u*n]	15364
1	[kp*y]	14854
1	[sh*g]	14348
1	[h*kp]	10269
1	[kw*ì]	8801
1	[b*g]	6668
1	[i*o]	5647
1	[e*d]	4626
1	[n*hw]	2163
1	[n*t]	2085
1	[-n]	2048

5.80897,7.06093	5.5834,7.05
2	[ọ̀*a]	48133
2	[kw*d]	8722
1	[ọ̀*ụ]	48142
1	[ā*e]	39433
1	[kh*m]	24089
1	[gw*a]	22533
1	[-ị]	20992
1	[gh*hw]	20595
1	[nw*m]	18457
1	[u*a]	15365
1	[u*n]	15364
1	[kp*y]	14854
1	[sh*g]	14348
1	[h*kp]	10269
1	[ny*kp]	8221
1	[b*g]	6668
1	[i*o]	5647
1	[n*t]	2085
1	[-n]	2048

5.80897,7.06093	5.6027,7.322
1	[ọ̀*a]	48133
1	[ā*e]	39433
1	[kh*m]	24089
1	[gw*a]	22533
1	[nw*m]	18457
1	[u*ù]	15493
1	[sh*g]	14348
1	[b*g]	6668
1	[-n]	2048

5.80897,7.06093	5.664,7.012
2	[ọ̀*a]	48133
1	[à*ǹ]	50275
1	[ọ̀*ụ]	48142
1	[ā*e]	39433
1	[kh*m]	24089
1	[gw*a]	22533
1	[-ị]	20992
1	[gh*hw]	20595
1	[u*ù]	15493
1	[u*n]	15364
1	[kp*t]	14885
1	[sh*g]	14348
1	[w*h]	12308
1	[ch*gb]	11807
1	[h*kp]	10269
1	[d*g]	9228
1	[kw*gh]	8744
1	[kw*d]	8722
1	[b*r]	6683
1	[b*g]	6668
1	[n*hw]	2163
1	[n*l]	2074
1	[-n]	2048

5.80897,7.06093	5.70003,7.73332
2	[à*a]	50181
1	[ē*o]	65039
1	[ụ̀*a]	51205
1	[à*ị]	50217
1	[à*u]	50206
1	[à*ọ]	50197
1	[à*i]	50187
1	[ọ̀*ụ]	48142
1	[è*Ọ]	47142
1	[ā*e]	39433
1	[kh*m]	24089
1	[y*kh]	3119
1	[y*s]	3114
1	[-n]	2048

5.80897,7.06093	5.71795,7.08217
2	[ọ̀*a]	48133
2	[-n]	2048
1	[à*ǹ]	50275
1	[ọ̀*ụ]	48142
1	[ā*e]	39433
1	[kh*m]	24089
1	[-gw]	22528
1	[gh*hw]	20595
1	[u*ù]	15493
1	[u*n]	15364
1	[-u]	15360
1	[sh*g]	14348
1	[w*h]	12308
1	[ch*gb]	11807
1	[h*kp]	10269
1	[k*n]	9732
1	[o*i]	7691
1	[b*r]	6683
1	[b*g]	6668
1	[e*ụ]	4622
1	[n*hw]	2163

5.80897,7.06093	5.72517,7.13325
1	[ù*a]	68101
1	[à*ọ]	50197
1	[ọ̀*a]	48133
1	[ā*e]	39433
1	[kh*m]	24089
1	[gw*a]	22533
1	[-gw]	22528
1	[gh*hw]	20595
1	[nw*m]	18457
1	[-u]	15360
1	[sh*g]	14348
1	[w*h]	12308
1	[o*i]	7691
1	[b*g]	6668
1	[-n]	2048

5.80897,7.06093	5.783,6.8667
1	[ọ̄*ì]	66657
1	[ọ̀*ụ]	48142
1	[ọ̀*a]	48133
1	[ā*e]	39433
1	[kh*m]	24089
1	[gw*nw]	22564
1	[gh*f]	20512
1	[nw*k]	18451
1	[u*n]	15364
1	[sh*g]	14348
1	[r*d]	13842
1	[ọ*ụ̀]	10852
1	[h*f]	10272
1	[h*l]	10266
1	[b*g]	6668
1	[-a]	2560
1	[n*t]	2085
1	[n*l]	2074
1	[-n]	2048

5.80897,7.06093	5.80897,7.06093

5.80897,7.06093	5.85389,6.86
1	[ọ̄*á]	66665
1	[ọ̀*ụ]	48142
1	[ā*e]	39433
1	[kh*m]	24089
1	[nw*k]	18451
1	[u*n]	15364
1	[sh*g]	14348
1	[r*d]	13842
1	[h*f]	10272
1	[a*ụ]	2574
1	[-n]	2048

5.80897,7.06093	5.85916,7.00299
1	[ọ̀*à]	48226
1	[ọ̀*ụ]	48142
1	[ọ̀*a]	48133
1	[ā*e]	39433
1	[gw*nw]	22564
1	[f*h̃]	16545
1	[sh*g]	14348
1	[w*bhh]	12366
1	[w*b]	12301
1	[ọ*ụ̀]	10852
1	[ọ*ị]	10793
1	[kw*j]	8714
1	[ụ*ụ̀]	7268
1	[b*g]	6668
1	[-n]	2048
1	[+ā]	77

5.80897,7.06093	5.9332,7.0834
1	[ọ̀*ụ̄]	48246
1	[s*bh]	21561
1	[t*y]	18950
1	[sh*a]	14341
1	[h*bh]	10297
1	[d*f]	9248
1	[a*h]	2580
1	[+ọ̀]	94

5.80897,7.06093	5.95007,7.11665
1	[ị̄*a]	67077
1	[ị*o]	21007
1	[r*bhh]	13902
1	[ọ*à]	10850
1	[+kp]	29
1	[+w]	24

5.80897,7.06093	5.97889,7.09399
1	[ị̄*a]	67077
1	[ị*o]	21007
1	[b*kw]	6673
1	[+kp]	29

5.80897,7.06093	5.9963,6.925
2	[e*u]	4638
1	[ə*ī]	73865
1	[ị̀*ù]	69253
1	[ị̄*a]	67077
1	[ọ̀*à]	48226
1	[ọ̀*ụ]	48142
1	[è*ù]	47237
1	[ā*ọ̄]	39554
1	[ā*e]	39433
1	[kh*m]	24089
1	[ị*ū]	21124
1	[nw*k]	18451
1	[u*n]	15364
1	[-sh]	14336
1	[r*d]	13842
1	[l*gh]	13352
1	[w*l]	12314
1	[h*f]	10272
1	[h*k]	10259
1	[k*y]	9734
1	[kw*n]	8708
1	[b*g]	6668
1	[-n]	2048
1	[+bhh]	78
1	[+ọ]	21

5.80897,7.06093	6.0038,6.9155
