Coordinates:	5.3999,7.0167
3.6725	E%e%e%
3.64958	i%j%e%
3.64311	b%u%
3.6412	a%k%ọ%r%ọ%
3.62896	ụ%f%ọ%d%ụ%
3.62722	l%a%a%
3.58877	e%gw%u%
3.58637	k%a%m%a%
3.56967	nw%e%kw%e%r%e%
3.56465	h%ụ̀%
3.5632	b%e%m%e%
3.56196	e%z%e%
3.55556	d%ị%k%a%
3.52149	k%e%l%e%l%e%
3.49514	nw%à%
3.49093	e%nw%e%
3.48732	a%h%ù%
3.4488	o%d%u%
3.44667	o%k%i%i%
3.442	á%b%ụ́%ọ̀%
3.44045	r%i%e%
3.41484	b%i%
3.4056	m̀%m%à%
3.40507	m%e%r%e%n%ụ%
3.39924	e%h%u%
3.38473	A%ny%ị%
3.37978	ụ%d%a%
3.37094	'%
3.34193	a%y%ọ%
3.33344	l%a%r%u%o%
3.30518	Y%e%
3.3016	a%n%ọ%r%ọ%
3.29481	a%h%ụ%n%a%
3.29386	kw%a%n%i%
3.29046	e%w%e%
3.28314	ch%e%
3.27829	w%é%r%é%
3.26244	m%gb%e%h%u%
3.25236	g%a%-%
3.2466	a%d%a%
3.23867	e%k%e%l%e%l%e%
3.23846	w%à%
3.23499	s%ọ%s%ọ%
3.23464	a%kp%a%
3.21989	e%j%i%r%i%
3.21267	b%e%k%e%e%
3.19958	o%m%u%m%e%
3.18076	o%dz%i%
3.17574	m̀%kp%à%
3.15876	é%h%ì%
3.14999	u%b%e%
3.13089	d%e%m%e%r%e%
3.12024	u%gb%u%a%
3.11426	o%kp%e%r%e%
3.10411	a%gw%ọ%
3.06389	E%ny%i%ò%g%ù%g%ù%
3.05823	a%w%ụ%
3.05734	a%j%ụ%
3.0497	o%sh%i%sh%i%
3.04482	w%ụ%kw%a%
3.04397	r%ị%gh%ị%
3.03757	í%sh%í%
3.03491	ụ%m%ụ%n%n%e%
3.03155	à%l%à%
3.01921	a%m%a%a%
3.00481	a%l%a%m%a%
3.00375	h%o%o%
2.98288	Ị%
2.974	a%m%a%r%a%l%a%
2.96657	kw%e%n%u%
2.94485	g%a%-%e%j%i%
2.93955	b%i%d%o%
2.93569	a%s%a%a%
2.92794	gb%a%
2.90569	ó%t%ù%
2.88946	d%i%r%i%
2.88712	a%b%a%a%
2.88549	a%b%a%l%ị%
2.88277	sh%ì%r%ì%
2.87959	E%gb%e%
2.87711	a%k%ụ%
2.8741	o%g%o%l%o%g%o%
2.84842	w%ụ%gh%ụ%
2.84633	nw%a%n%n%e%
2.83936	m%u%
2.83508	u%gw%u%
2.83374	gb%a%m%a%
2.83339	o%b%o%a%m%a%
2.82447	á%k%á%
2.82196	kw%u%r%u%
2.81542	n%t%i%
2.81305	i%w%e%
2.80728	o%b%o%d%o%
2.79486	w%ọ%ọ%
2.7885	E%m%m%
2.77682	kw%e%
2.76359	e%k%e%
2.75761	n%gw%a%n%ụ%
2.75507	h%e%i%
2.73933	n%ị%
2.72871	o%ch%i%e%
2.7181	g%a%-%e%m%e%r%e%
2.70954	b%i%k%o%
2.69585	d%i%t%a%
2.69497	ụ%y%ọ%
2.68938	a%kp%ọ%r%ọ%
2.68867	g%a%-%e%j%e%
2.68768	a%t%ụ%r%ụ%
2.68343	g%a%-%e%sh%i%
2.68234	t%à%
2.67898	a%-%
2.66164	m%e%
2.64109	n%g%a%h%u%
2.62846	o%sh%e%
2.62846	a%r%ụ%r%a%a%l%a%
2.62737	i%s%i%
2.62485	m%p%a%
2.62263	ọ%k%ụ%k%ụ%
2.61972	é%gb%è%
2.60957	n%i%n%i%
2.60069	a%k%ụ%k%ụ%
2.57434	Ǹ%d%ì%
2.57038	e%j%e%r%e%
2.55959	E%z%e%
2.55524	a%n%ụ%b%e%r%e%
2.5425	E%e%
2.54197	e%b%e%r%e%
2.53932	n%a%r%a%
2.5355	í%r%í%
2.4974	a%k%ọ%
2.49086	r%ị%k%a%
2.4789	gb%a%a%
2.47147	o%t%ù%
2.46864	ụ%t%ụ%t%ụ%
2.46567	w%è%r%è%
2.45835	m%m%ụ%ọ%
2.45545	í%m%è%
2.44558	y%é%
2.44306	m%a%n%ụ%n%a%
2.44306	a%kp%ọ̀%
2.43956	a%ch%a%
2.43935	ch%a%
2.43691	n%d%e%e%w%o%
2.4362	e%b%e%m%e%
2.40787	m%ụ%ọ%
2.40482	a%l%a%a%
2.40189	e%m%e%r%e%
2.40019	n%í%l%é%
2.38714	i%kw%u%
2.38583	m%h%m%
2.38272	m%à%n%à%
2.38151	n%s%o%gb%u%
2.38074	á%kw%á%
2.3761	a%nw%ụ%
2.37133	ó%l%é%
2.35399	n%t%a%
2.35371	n%d%o%
2.35074	p%ụ%t%a%r%a%
2.34964	kw%á%
2.34847	n%ọ%ọ%
2.34324	a%r%a%
2.32541	a%d%i%
2.32205	e%h%e%
2.31964	n%d%ụ%
2.31625	j%ụ%m%a%
2.31413	l%ụ%ọ%
2.30429	ụ%kw%a%
2.30044	M%à%
2.29209	ọ%kw%ụ%kw%ụ%
2.29057	ọ%s%ọ%
2.28678	ọ%r%ị%
2.27921	ọ%g%ụ%
2.26934	u%d%e%g%u%
2.26149	ụ%m%ụ%a%gb%ọ%gh%ọ%b%ị%a%
2.25979	dz%i%r%i%
2.25763	é%sh%ì%
2.2478	a%-%y%a%
2.24695	ny%e%r%e%
2.24217	ụ%kw%ụ%
2.2357	g%ụ%
2.23559	u%f%u%
2.23432	p%ụ%
2.23379	a%kw%ọ%
2.22933	é%ny%í%ò%g%ù%g%ù%
2.22901	e%r%i%ch%a%
2.22859	m%b%a%
2.21975	g%a%-%e%r%i%
2.2149	u%m%u%e%l%e%m%
2.21288	y%a%n%ụ%
2.21179	u%m%u%h%u%
2.19994	ụ%k%a%
2.18901	d%í%
2.18465	n%ọ%r%ọ%
2.17938	b%é%k%é%é%
2.16598	n%ọ%kw%a%
2.16523	.%a%
2.16163	p%ụ%ọ%l%a%
2.16056	é%j%í%
2.1601	e%b%i%r%i%
2.15961	A%nw%ụ%ch%u%l%e%
2.15593	a%nw%ụ%ch%u%l%e%
2.15137	s%a%i%n%t%
2.15038	H%e%i%
2.14698	ǹ%r%ì%
2.14518	sh%i%t%e%
2.14313	ò%
2.14291	a%z%u%
2.14008	ch%i%a%
2.12049	.%ọ%
2.10665	ch%a%r%a%
2.10301	nw%e%t%e%
2.10184	h%ụ%kw%a%n%ụ%
2.09604	o%r%i%
2.08787	m%a%a%
2.08546	á%n%á%gh%ì%
2.085	ụ%d%ụ%
2.08352	n%ọ%kw%a%n%ụ%
2.08281	ó%r%ú%r%ú%
2.08097	e%kw%e%r%e%
2.07669	u%r%u%
2.07641	a%kw%ụ%kw%ọ%
2.07577	ọ%g%ọ%
2.0746	kw%ọ%
2.06972	a%r%ụ%l%a%a%l%a%
2.06958	kp%ò%w%à%
2.06831	k%u%r%u%
2.06643	a%r%ụ%
2.06491	e%k%u%r%u%
2.06435	g%a%-%a%n%ọ%
2.06293	kp%à%à%
2.05943	gb%a%gb%u%r%u%
2.05009	á%m%á%
2.04825	sh%i%sh%a%
2.04669	ọ́%nw%à%
2.04454	á%kp%ò%
2.04118	a%b%a%t%a%
2.04089	ụ%m%ụ%a%gb%a%r%a%
2.03863	Nw%u%ny%e%
2.03831	é%ch%í%r%í%
2.03184	p%ụ%r%ụ%
2.02579	O%ny%e%
2.02069	y%ọ%m%a%
2.02023	gb%u%
2.01762	a%kp%ị%
2.01751	l%a%g%a%
2.01652	j%è%
2.0138	e%l%u%i%gw%e%
2.01058	y%ọ%g%a%
2.01051	g%a%f%e%r%e%
2.01019	ọ%g%a%
2.00463	ụ%m%ụ%-%
2.00325	ọ%ch%a%
2.00318	a%j%a%
2.00255	M%b%i%e%r%i%
2.00106	e%z%i%
2.00096	f%e%e%
2.00074	ch%a%kp%i%i%
2.00053	e%t%i%
2.00042	'%ch%i%e%f%'%
2.00032	s%a%a%
2.00011	e%z%i%gb%o%
1.99958	ị%h%ụ%n%a%
1.99926	gb%a%k%ọ%ọ%
1.9943	ọ%h%ụ%r%ụ%
1.9896	a%a%
1.98801	k%a%r%ị%r%ị%
1.98645	w%ọ%
1.98419	a%gw%ụ%
1.98207	g%a%w%a%
1.9758	w%o%
1.9653	b%a%t%a%
1.95851	a%ch%i%
1.95702	f%o%r%o%
1.95115	kw%ụ%r%ụ%
1.93962	nw%e%kw%e%r%e%n%ụ%
1.93664	b%a%t%a%r%a%
1.93406	h%é%
1.93205	ọ%nw%ụ%
1.92731	n%sh%i%
1.9261	h%u%r%u%
1.92214	a%g%u%
1.92073	m%ụ%t%a%
1.91938	H%e%
1.91627	m̀%m%ì%r%ì%
1.91408	i%l%i%
1.91308	k%ụ%w%a%
1.90852	n%r%ị%
1.90643	nw%ụ́%r%ụ́%
1.90385	h%
1.90382	r%i%ch%a%
1.89844	o%h%u%u%
1.89724	d%o%r%o%
1.89589	d%i%gh%i%
1.89236	g%a%-%e%b%u%
1.89161	o%h%u%
1.8862	a%n%u%
1.87736	o%l%e%kw%e%n%u%
1.87626	i%s%e%
1.87552	m̀%kp%ù%t%ù%
1.87212	é%l%é%k%é%r%é%
1.87071	e%w%e%t%e%
1.86957	.%k%e%
1.86703	ọ%t%ụ%t%ụ%
1.86512	o%z%u%gb%o%
1.86342	i%d%u%
1.86321	n%s%o%
1.86116	b%ụ%r%ụ%
1.85907	e%ch%i%ch%e%
1.8562	á%n%à%
1.85129	í%sh%ì%
1.84722	a%y%a%
1.84481	m%e%g%e%r%e%
1.83951	e%j%u%
1.83908	ǹ%g%è%
1.83802	e%ny%e%
1.83668	a%g%a%gh%i%
1.83257	ch%à%à%
1.83243	ǹ%n%à%
1.83148	u%m%u%o%y%e%
1.82829	ụ%m%ụ%a%n%ụ%m%a%n%ụ%
1.82691	d%e%r%e%
1.8249	í%ch%é%
1.8233	i%gb%u%
1.82274	u%m%u%n%n%e%
1.82214	n%d%e%w%o%
1.82055	a%j%ụ%ọ%
1.81885	o%sh%i%m%i%r%i%
1.81864	kw%è%
1.81046	e%w%e%e%
1.80696	ụ%m%ụ%nw%a%ny%ị%
1.80399	e%m%
1.80392	f%ọ%n%ụ%
1.79904	kp%ọ%w%a%
1.79345	e%ny%e%r%e%
1.78036	r%u%
1.77902	n%d%u%r%u%
1.77229	n%í%
1.77116	N%à%
1.77088	a%h%a%a%
1.77038	M%a%
1.77003	m%gb%a%
1.76989	é%l%ú%
1.76975	a%h%ụ%r%ụ%
1.76246	nw%e%r%e%n%ụ%
1.76197	m%e%g%e%
1.76112	b%í%d%ò%
1.75022	m%a%gh%ụ%
1.74951	nw%e%y%i%
1.74764	nw%è%
1.74541	e%gb%u%o%
1.74258	w%ụ%r%ụ%kw%a%n%ụ%
1.74088	o%d%i%b%o%
1.73989	á%d%à%
1.73848	t%ú%p%ú%
1.73809	d%ì%t%à%
1.73168	a%l%a%w%a%
1.71835	m%à%t%à%
1.71754	H%á%
1.71697	e%r%u%
1.71577	w%e%l%i%e%
1.71297	kw%e%n%i%
1.70774	o%gb%u%
1.70664	a%ch%ọ%h%u%
1.70597	í%
1.7059	Ọ́%nw%á%
1.70579	o%sh%i%r%i%
1.70402	è%h%ù%
1.69737	nw%e%kw%e%n%ụ%
1.69306	i%t%e%o%l%u%
1.68863	è%j%ì%
1.68725	ụ%d%ọ%
1.68662	í%t%é%ó%l%ù%
1.6823	t%i%ny%e%
1.68131	m%é%r%é%
1.6806	gb%a%g%a%
1.67742	.%n%d%e%
1.677	e%y%e%
1.6748	kw%a%n%u%
1.67452	ń%d%í%
1.67289	ọ%h%i%a%
1.67254	ụ%gb%ọ%
1.67208	n%n%ọ%
1.66836	O%l%e%e%
1.66695	g%a%-%a%nw%ụ%
1.66582	kw%à%n%ì%
1.65934	M%i%ch%a%e%l%
1.6591	A%m%a%d%i%
1.65786	n%á%
1.65722	ó%f%é%
1.65528	ụ%b%ụ%r%ụ%
1.65429	w%é%
1.64806	n%h%u%
1.64381	r%ụ%g%a%
1.64311	é%h%ù%
1.64134	r%ụ%kw%a%r%a%
1.64042	E%z%e%n%a%ch%i%gw%e%
1.63929	r%u%t%e%r%e%
1.63929	a%k%ọ%ch%a%r%a%
1.63561	Y%á%
1.63179	a%m%a%gh%ị%
1.63016	.%á%
1.62995	é%gw%ú%
1.62411	ch%ọ̀%r%ọ̀%
1.62008	ch%e%r%e%
1.62004	l%è%è%
1.61792	e%h%e%e%
1.61785	à%h%à%
1.61541	ú%gb%ú%
1.61304	e%ch%e%e%
1.6118	m%à%k%à%
1.61063	k%ọ%ch%a%r%a%
1.60207	a%d%ọ%
1.59599	á%ny%á%
1.58884	d%i%t%à%
1.58842	g%a%r%a%
1.58509	ó%kp%é%r%é%
1.58332	g%a%-%a%k%ọ%r%ọ%
1.58294	ụ́%l%ọ̀%
1.58276	kw%e%n%ụ%
1.58039	a%z%ụ%ọ%
1.57809	a%ch%ọ%gh%ị%
1.57795	r%i%r%i%r%i%
1.57763	nw%a%ny%ị%h%ụ%
1.57745	m̀%b%ù%
1.57674	.%ǹ%d%è%
1.57646	a%l%a%r%u%o%
1.57374	t%a%r%a%
1.57169	á%kw%à%
1.56755	o%ch%e%
1.56185	o%p%a%r%a%
1.55969	a%p%ụ%ọ%
1.55715	k%e%h%ụ%
1.55326	a%k%ị%d%ị%
1.55177	k%ụ%
1.55163	g%a%a%
1.54473	g%a%kw%a%
1.54353	sh%a%
1.54088	n%k%ị%k%a%r%a%
1.53868	j%ì%r%ì%
1.5355	Ch%i%e%f%
1.53465	á%gb%à%
1.53157	a%h%ụ%h%ụ%
1.53009	m%u%ch%'%'%
1.53009	'%'%t%o%o%
1.52849	n%ị%n%ị%
1.52602	g%a%-%a%sh%ị%
1.52524	y%ọ%
1.52496	ǹ%d%í%
1.5246	k%e%e%
1.5239	m̀%gb%à%
1.52382	gb%u%r%u%
1.52382	d%e%m%e%
1.52032	kw%à%n%ù%
1.51809	M%gb%e%
1.51505	kw%ā%
1.50444	a%s%a%à%
1.50394	a%w%ụ%z%i%e%
1.50016	é%z%ì%
1.49666	w%ụ́%l%à%
1.49659	ụ%d%ị%
1.49581	g%à%r%à%
1.4934	w%e%t%e%r%e%
1.49333	E%l%e%
1.49146	w%ọ%ọ%ọ%
1.48987	d%i%b%i%a%
1.48976	i%y%i%
1.48912	m̀%gb%ò%
1.48569	a%n%ọ%h%ụ%
1.48562	í%h%ù%
1.48562	a%m%a%n%ụ%n%a%
1.48551	g%ụ%m%a%r%a%
1.48265	i%z%u%
1.476	é%z%í%
1.47543	gh%a%r%a%
1.4748	gh%ọ%t%a%r%a%
1.47395	Ǹ%k%è%
1.47373	r%i%
1.47278	ó%k%é%
1.47161	e%d%e%
1.47133	w%u%
1.46341	z%a%a%
1.4633	Ó%r%ú%r%ú%
1.46142	è%
1.46072	á%f%ọ̀%
1.45955	gb%à%à%
1.45686	ó%r%ù%r%ù%
1.45251	w%ụ̀%l%à%
1.44964	á%gb%á%r%à%
1.44795	a%k%u%
1.44742	o%kp%u%
1.44342	a%kp%ị%r%ị%
1.44296	k%ọ%t%ụ%r%ụ%
1.44264	e%r%i%e%
1.44225	ọ%h%ụ%ụ%
1.43963	b%i%r%i%
1.43956	nw%a%y%ọ%ọ%
1.43617	n%à%r%à%
1.43553	l%a%b%a%
1.435	nw%é%t%é%
1.43114	m%ụ́%ọ̀%
1.42888	.%y%a%
1.42768	kp%ọ̀%
1.42676	k%ọ%t%ụ%r%ụ%n%ụ%
1.4229	í%t%è%
1.41926	t%a%ch%a%
1.41926	s%o%r%o%
1.41876	m̀%m%è%m%è%
1.41728	í%b%ē%
1.41678	í%ch%ọ̀%
1.41593	g%a%-%a%ch%ọ%
1.41526	a%ch%ọ%
1.41176	e%m%m%
1.41123	ọ%d%ụ%
1.41091	u%
1.40995	a%g%ụ%m%a%r%a%
1.40843	ó%g%ē%
1.40585	ụ%m%ụ%o%k%o%r%o%b%ị%a%
1.40221	o%z%u%
1.40093	h%á%
1.39902	ọ̀%z%ọ̀%
1.39874	í%s%í%
1.39711	h%à%p%ù%
1.39372	'%'%m%e%e%t%i%n%g%'%'%
1.39336	á%k%à%
1.39181	É%m%m%
1.39181	m̀%b%ụ̀%
1.39082	g%ụ%m%a%
1.39032	o%g%e%
1.3877	á%d%ì%
1.3847	nw%ụ̀%r%ụ̀%
1.38388	ǹ%d%é%
1.38257	a%s%ọ%
1.38254	m%e%r%e%n%u%
1.38233	m%e%kw%e%r%e%
1.38219	g%a%-%a%w%ụ%kw%a%n%ụ%
1.38112	ọ%m%ụ%m%ụ%
1.37483	r%ị%kw%a%n%ụ%
1.3709	A%g%ụ%
1.37058	í%k%é%
1.36888	Ọ̀%
1.36471	á%h%á%
1.36443	nw%ụ%ọ%
1.36365	e%j%i%k%e%ch%a%
1.36181	Ụ%m%ụ%a%k%a%
1.36181	í%h%í%
1.36011	b%í%à%
1.35976	kw%a%r%a%
1.35955	n%a%n%ị%
1.35926	j%u%r%u%
1.35477	k%a%a%
1.35445	á%gb%á%r%á%
1.35403	E%z%i%à%l%à%
1.35205	á%g%á%
1.3467	a%nw%ụ%ọ%
1.34639	ọ%h%a%
1.34575	a%n%ụ%m%a%n%ụ%
1.34313	à%kp%ọ̀%
1.33959	b%ụ%
1.33737	á%b%ì%à%
1.33715	nw%è%kw%è%r%è%
1.33464	O%b%o%a%m%a%
1.33415	e%b%i%d%o%
1.33337	m%è%r%è%
1.33089	a%m%ụ%kw%a%n%ụ%
1.32636	d%í%t%à%
1.32612	w%ụ%n%ụ%
1.32502	é%j%ì%r%ì%
1.3246	a%s%i%
1.32304	gb%á%á%
1.32212	g%ò%s%ì%r%ì%
1.32208	i%b%i%a%
1.32155	l%e%g%e%
1.32035	d%i%k%a%
1.32021	n%a%n%ụ%
1.31986	j%i%kw%a%
1.31915	d%o%w%e%
1.31816	á%h%ú%
1.31805	e%d%i%
1.31526	.%ọ%nw%a%
1.31497	í%s%é%
1.31462	.%m%gb%e%
1.31413	j%í%
1.3137	n%à%-%à%gb%à%
1.31151	ó%k%é%ò%kp%à%
1.3113	é%ch%ì%r%ì%
1.30946	a%ch%ụ%m%a%
1.30882	l%a%
1.30861	kp%a%a%
1.30861	i%k%u%k%u%
1.30847	gb%a%w%a%
1.30726	l%ụ%
1.3062	é%b%í%d%ó%
1.30464	h%m%
1.30238	w%a%a%
1.30167	z%ụ%ọ%
1.29983	a%b%ụ%
1.29906	Ú%kw%ú%
1.29821	h%e%l%m%e%t%
1.29608	a%j%ụ%j%ụ%
1.29467	p%ụ%ọ%
1.29396	a%b%i%a%r%a%
1.29099	á%f%ù%t%à%
1.2888	ị%kp%ọ%r%ọ%
1.28866	a%gb%a%l%i%
1.28728	ú%j%í%ch%í%
1.28618	é%ny%é%
1.28568	ó%l%è%
1.27988	nw%a%ny%ị%n%ị%
1.2796	n%kw%u%
1.27762	E%gb%e%l%u%
1.27592	m̀%m%à%n%ù%
1.27578	e%h%o%
1.27535	kw%é%n%ù%
1.27458	u%ch%e%
1.27355	o%r%i%j%i%
1.26877	w%ụ́%gh%ì%
1.26849	ị́%
1.26764	t%o%o%
1.26743	w%ụ́%r%ụ́%
1.26665	t%e%r%e%
1.26637	r%í%é%
1.26524	b%a%r%a%
1.26191	b%ụ́%l%à%
1.2612	s%e%k%e%
1.25859	Ó%l%ò%
1.25692	ǹ%t%à%k%ì%r%ì%
1.25668	g%à%w%à%
1.25523	U%m%u%h%u%
1.25378	í%h%ú%
1.25363	u%m%u%e%z%e%
1.25187	a%g%a%h%ụ%
1.25095	d%ó%w%é%
1.24897	i%d%i%
1.24819	ọ%w%ụ%l%a%
1.24812	nw%a%e%b%e%l%e%a%k%ụ%
1.24614	a%gb%a%-%
1.24504	à%d%ì%gh%ì%
1.24461	e%k%u%
1.24444	h%e%e%
1.24444	a%l%a%kp%u%
1.2443	w%ụ%sh%ị%
1.24387	ó%nw%è%r%è%
1.24316	à%b%í%à%
1.24196	ò%t%ù%
1.24062	b%u%t%e%
1.23878	e%b%e%h%ụ%
1.23842	Ch%ú%kw%ú%
1.23658	sh%i%m%e%
1.23489	nw%a%nw%a%
1.23467	r%ị%ị%
1.23354	a%r%a%h%a%
1.23305	E%z%i%g%à%r%à%g%ù%
1.23206	e%t%e%r%e%
1.23163	é%t%í%t%í%
1.23022	m%kp%ụ%r%ụ%
1.22997	á%k%ụ́%k%ọ́%
1.22965	a%l%ụ%
1.22866	b%ụ̀%
1.22668	y%ā%
1.22654	é%sh%í%
1.2264	E%h%e%
1.22618	i%m%è%
1.22307	l%i%e%
1.22307	O%l%e%
1.22052	m%m%a%d%u%
1.2201	m%m%ụ%t%a%r%a%
1.21872	n%d%i%d%i%
1.21819	ch%ụ%ọ%
1.21706	é%é%
1.21685	i%r%o%
1.21515	í%j%í%
1.21451	á%t%ụ̀%
1.21352	e%m%e%e%
1.21331	é%b%è%
1.2131	ò%b%ò%d%ò%
1.21253	a%r%ị%gh%ị%
1.21235	s%í%
1.20782	b%e%e%
1.20722	n%g%a%n%g%a%
1.2056	i%f%o%o%
1.20128	g%a%f%e%e%
1.2011	b%u%l%i%e%
1.19969	a%h%à%
1.19909	e%sh%i%r%i%
1.19866	ú%d%ō%
1.1976	ó%sh%í%sh%í%
1.19711	m%ù%r%ù%
1.19654	E%j%e%l%e%m%
1.19619	é%m%ú%m%é%
1.19378	á%m%ì%
1.19357	r%u%t%e%
1.1935	w%ụ̀%kw%à%n%ì%
1.19208	o%l%a%e%l%e%m%
1.1913	e%r%e%g%e%
1.18961	r%ú%ò%
1.18925	ọ́%k%ụ́%k%ọ̀%
1.18837	ọ%d%ụ%a%g%ụ%
1.18833	w%á%
1.18727	g%e%
1.18381	'%'%a%n%d%'%'%
1.18274	g%a%-%a%l%a%b%a%
1.18274	f%ù%t%à%
1.18267	á%g%à%
1.18175	i%m%o%
1.18136	l%à%
1.18098	n%k%u%
1.17475	a%l%a%b%a%
1.17461	m̀%b%à%t%à%
1.17425	g%e%e%n%ụ%
1.17263	o%t%u%h%u%
1.17263	a%n%ọ̀%
1.17142	Y%à%
1.17065	à%b%ì%à%
1.1699	á%kw%ụ́%kw%ọ̀%
1.16909	h%ụ%kw%a%
1.16767	à%gb%à%
1.1647	é%ch%í%
1.16414	W%ụ̀%
1.16393	nw%a%-%
1.16184	n%a%b%a%t%a%
1.16145	ch%ị%r%ị%
1.1606	j%ụ%
1.15961	Á%h%à%
1.15865	m%à%r%à%
1.15819	e%m%e%n%ụ%
1.15727	o%g%u%g%u%
1.15706	a%ch%ụ%
1.15466	w%ụ̀%kw%à%
1.15452	u%m%u%g%à%r%à%g%ụ̀%
1.15388	a%kp%o%
1.15239	a%m%a%h%a%
1.15218	w%a%r%r%a%n%t%
1.15154	f%ú%t%à%r%à%
1.15154	A%k%ụ%k%ọ%
1.15055	é%l%é%
1.14949	j%e%m%e%n%ụ%
1.1485	k%ọ%kw%a%
1.14652	á%ny%í%
1.1456	t%i%y%e%
1.14528	a%m%a%n%a%n%a%
1.14468	ch%a%m%
1.14295	ì%
1.14235	.%e%e%
1.14157	ch%i%r%i%
1.14136	m̀%m%á%d%ù%
1.14072	j%e%g%e%
1.14058	y%e%n%ụ%
1.13747	E%b%e%
1.13704	à%b%ụ́%ọ̀%
1.13616	í%ch%í%
1.13563	nw%a%e%b%e%l%e%a%k%ọ%
1.13513	J%o%s%e%ph%
1.13471	ú%m%ú%ó%k%ó%r%ó%b%ì%à%
1.13364	u%m%u%g%a%r%a%g%u%
1.13096	á%k%ù%
1.13018	o%w%e%r%r%i%
1.13018	o%b%u%
1.13018	n%k%a%
1.13018	k%e%n%ị%
1.13018	i%gw%e%
1.13018	'%c%u%p%'%
1.12876	U%m%u%g%à%r%à%g%ụ̀%
1.12855	k%ọ̀%r%ọ̀%
1.12728	A%m%ụ%t%a%
1.12523	n%n%ụ%n%n%ụ%
1.12487	m%a%w%a%r%a%
1.12459	b%í%á%kw%à%
1.12374	í%n%ọ̀%
1.12162	k%ụ%gb%u%r%u%
1.11985	N%o%v%e%m%b%e%r%
1.11949	o%ny%i%ny%e%
1.1179	e%b%u%
1.11709	ụ%l%a%kw%ọ%
1.11659	g%à%gh%ì%
1.11638	r%a%j%i%r%i%
1.11603	ń%d%ì%
1.11525	a%h%ụ%-%e%r%i%
1.11429	Ch%í%n%é%k%é%
1.11419	é%z%é%
1.11345	kp%a%r%a%
1.10994	É%ny%í%
1.10966	é%gw%ù%
1.1081	k%ọ%ọ%r%ọ%
1.10619	t%a%
1.10591	B%i%k%o%
1.10549	j%i%d%e%
1.10542	ò%m%è%n%à%l%à%
1.1045	j%é%é%
1.10414	e%l%e%e%
1.10351	m%ị%ch%a%
1.10252	a%nw%ụ%ch%u%
1.10156	G%ị%n%ị%
1.09947	y%e%n%u%
1.0994	ú%m%ú%é%l%é%m%
1.09869	d%e%e%
1.09827	g%ị̀%
1.0982	E%k%e%l%e%
1.09707	nw%a%n%ụ%
1.09671	ch%i%e%f%
1.0953	á%b%í%à%
1.09388	a%b%i%à%
1.09318	ǹ%d%ì%í%ch%í%é%
1.09268	r%i%a%m%a%r%a%
1.09141	e%m%e%kw%e%l%e%
1.09112	m%kp%a%
1.09063	ǹ%s%ò%gb%ù%
1.09056	b%i%e%
1.08858	g%a%g%a%
1.08837	Ǹ%r%ì%
1.08837	.%w%é%
1.08815	a%n%ọ̄%
1.0849	k%u%k%u%
1.0849	b%e%l%e%
1.08398	r%ị%-%
1.08384	ì%h%é%
1.08348	d%e%f%ọ%r%ọ%
1.08313	a%g%a%-%e%m%e%
1.08278	m̀%b%à%r%à%
1.08256	g%à%f%è%r%è%
1.08207	A%z%ụ%ọ%
1.08193	b%í%á%
1.08087	e%d%e%e%y%e%
1.08065	e%é%
1.08058	l%a%m%a%r%a%
1.08009	n%à%-%à%s%ì%
1.07938	n%t%ị%ị%
1.07931	n%e%
1.07853	ọ%d%i%gh%i%
1.07818	a%l%u%
1.07804	-%a%
1.0774	í%ch%í%è%
1.07726	à%m%à%t%à%
1.07648	k%ọ%l%a%r%a%
1.07549	e%b%e%l%a%
1.07528	m%p%a%gh%a%r%a%
1.07422	é%ch%ì%
1.074	d%í%t%á%
1.07358	m̀%b%u%
1.0728	nw%a%ny%i%n%ụ%
1.07255	d%i%n%t%a%
1.07231	e%j%e%kw%e%l%e%
1.06983	a%b%ụ%ọ̄%
1.06976	dz%i%w%e%r%e%
1.06962	N%'%í%m%è%
1.06919	ọ%p%a%r%a%
1.06856	u%m%u%o%y%è%
1.06845	D%i%
1.06834	t%i%
1.06834	i%kp%a%
1.06813	ọ%l%a%e%l%e%m%
1.06785	nw%a%n%k%e%l%u%
1.0665	Ch%u%kw%u%
1.06601	n%n%à%
1.0658	A%h%i%a%
1.06523	E%z%i%
1.06491	ọ́%h%ì%à%
1.06382	é%gw%ū%
1.06382	kw%u%o%
1.06374	ny%a%
1.06367	ó%r%ì%
1.0636	d%í%gh%í%
1.06325	u%m%u%è%z%è%
1.06268	í%b%è%
1.06226	ò%g%ù%g%ù%
1.06169	ọ%l%a%kw%ọ%
1.06067	a%n%a%gh%i%
1.06049	P%a%t%r%i%c%k%
1.06028	a%ch%ị%gh%a%
1.05992	nw%a%ny%ì%
1.05957	'%'%t%i%l%l%'%'%
1.05872	A%ny%a%nw%u%
1.05844	M%m%a%d%u%n%e%m%e%
1.05837	ú%gb%ú%à%
1.05773	ó%nw%á%
1.05745	U%m%u%ò%y%è%
1.05738	m%a%r%a%l%a%n%ụ%
1.05724	a%d%ị%gh%ị%
1.0566	E%z%è%
1.05632	k%á%ch%á%
1.05603	U%m%u%e%l%e%m%
1.05518	u%m%u%è%l%è%m%
1.05497	a%d%a%a%
1.0537	r%a%h%a%
1.05313	ụ%l%a%kw%ọ̀%
1.05306	ò%gw%ù%gw%ù%
