Coordinates:	5.3999,7.0167
1	sh%u%u%
1	sh%u%r%à%sh%a%
1	sh%u%r%à%h%a%
1	sh%u%h%à%n%a%
1	sh%ī%g%ā%
1	sh%ī%b%ē%
1	sh%i%w%ē%
1	sh%i%t%u%
1	sh%i%t%e%
1	sh%i%t%a%
1	sh%i%r%i%
1	sh%i%h%à%a%l%a%
1	sh%i%gh%è%e%
1	sh%i%g%a%
1	sh%i%b%e%
1	sh%e%è%kw%è%r%è%
1	sh%e%k%è%t%e%
1	s%ụ̀%ụ̀%
1	s%ụ%ụ%
1	s%ụ%ọ̄%
1	s%ụ%ọ̀%
1	s%ụ%z%i%e%
1	s%ụ%r̃%ụ%
1	s%ụ%gh%a%r%i%a%
1	s%ọ%s%ọ̀%ọ̀%
1	s%ị%
1	s%ù%sh%i%ch%a%
1	s%ù%
1	s%ò%y%i%g%e%
1	s%ò%j%u%o%
1	s%ì%r%ì%
1	s%ū%r%ū%kw%ē%
1	s%ū%l%ā%r%ī%ā%l%ā%
1	s%u%u%
1	s%u%t%u%
1	s%u%r%u%ch%a%
1	s%u%o%kw%e%
1	s%u%gh%a%
1	s%u%gb%a%d%o%s%i%a%
1	s%u%e%
1	s%u%ch%a%
1	s%o%r̃%o%
1	s%i%z%i%e%
1	s%i%e%
1	s%e%v%e%n%t%y%
1	s%a%ù%w%e%
1	s%a%sh%i%a%
1	s%a%p%ū%
1	s%a%kw%a%
1	s%a%a%
1	r̃%ụ̄%k%à%
1	r̃%ụ%s%a%a%
1	r̃%e%e%
1	r%ụ̄%ọ̄%r%ọ%
1	r%ụ̄%r%à%
1	r%ụ̄%n%ụ%
1	r%ụ̄%k%à%à%
1	r%ụ̄%
1	r%ụ́%ọ%
1	r%ụ̀%ọ%l%à%
1	r%ụ̀%
1	r%ụ%t%ụ%
1	r%ụ%r%ù%o%
1	r%ụ%g%o%d%u%r%u%
1	r%ụ%ch%a%
1	r%ụ%
1	r%ị%k%a%
1	r%ị%ch%a%
1	r%ù%r%u%
1	r%ù%o%
1	r%u%ò%z%i%e%
1	r%u%r%u%
1	r%u%h%à%a%n%a%
1	r%u%h%a%à%n%ụ%
1	r%ī%s%ā%ā%
1	r%ī%r%ī%
1	r%i%n%n%ē%
1	r%i%k%e%t%e%
1	r%i%ch%a%a%
1	r%i%b%e%g%o%d%u%
1	r%ē%p%ụ̀%t%à%r%à%
1	r%e%sh%i%
1	r%e%k%ọ%ọ̄%ọ%l%ụ̄%
1	r%e%b%e%
1	r%ā%ch%ā%
1	r%a%ch%a%
1	p%ụ̄%r%ụ̄%
1	p%ụ̀%ọ%
1	p%ụ̀%t%a%l%a%
1	p%ù%l%à%t%e%è%n%u%
1	p%o%l%i%n%
1	p%a%r%k%
1	ō%j%ī%
1	o%y%ị̄%
1	o%y%ī%
1	o%w%ụ̄%
1	o%th%ù%
1	o%t%ù%ù%
1	o%t%u%ù%
1	o%t%u%à%
1	o%sh%ì%n%à%
1	o%sh%i%sh%ō%
1	o%sh%e%
1	o%s%ō%
1	o%ny%e%i%s%i%
1	o%nw%è%r%è%i%k%e%
1	o%nw%è%r%è%
1	o%nw%ē%r%ē%
1	o%nw%ē%h%ē%
1	o%nw%e%h%ị̄%
1	o%nw%e%
1	o%n%c%e%
1	o%m%ā%sh%ị%r%ị%
1	o%l%ù%l%ù%
1	o%l%e%
1	o%l%d%
1	o%kw%ù%ch%i%
1	o%kw%ò%r%ò%
1	o%kw%ò%r%o%
1	o%kw%ū%
1	o%kp%ò%r%o%k%ō%
1	o%kp%o%r%o%k%o%
1	o%kp%o%k%o%r%o%
1	o%kh%è%y%ì%
1	o%k%è%e%e%
1	o%j%ị̀%
1	o%j%ì%r%ì%
1	o%j%ì%
1	o%gw%ù%
1	o%gw%u%
1	o%gb%è%
1	o%gb%ē%
1	o%gb%ā%p%ụ̀%t%a%l%a%
1	o%g%ì%r%ì%sh%ì%
1	o%g%i%r%i%
1	o%f%ə%
1	o%d%ù%
1	o%b%ī%
1	n̄%r%ī%
1	n̄%kw%ọ̄%
1	n̄%g%ị̄%g%ā%
1	n̄%d%ị̄%
1	n̄%d%e%è%w%o%
1	ǹ%t%i%
1	ǹ%sh%ị%
1	ǹ%n%ọ%ọ%
1	ǹ%n%u%kw%u%
1	ǹ%kwh%ọ%
1	ǹ%kp%u%
1	ǹ%k%ụ̀%l%ụ%
1	ǹ%k%ì%
1	ǹ%k%è%e%h%ù%
1	ǹ%k%è%e%
1	ǹ%k%à%
1	ǹ%k%e%è%
1	ǹ%gw%à%
1	ǹ%ch%ọ%ọ̄%ṅ%w%ụ̄%
1	ǹ%ch%ọ%nw%ụ̄%
1	ny%ọ̀%ọ%
1	ny%ọ̀%b%a%
1	ny%à%a%
1	ny%ē%
1	ny%e%kw%e%
1	ny%e%h%à%n%a%l%a%
1	ny%e%
1	nw%ụ%ọ%
1	nw%ụ%rw%ụ%
1	nw%ụ%r%ụ%
1	nw%ò%kw%ò%r%ò%
1	nw%è%è%
1	nw%è%r̃%è%è%
1	nw%è%r̃%e%i%k%e%
1	nw%è%r%è%kw%a%
1	nw%è%kw%à%r%à%
1	nw%è%k%è%r%è%
1	nw%è%ch%à%r%à%
1	nw%o%kh%è%
1	nw%o%k%è%
1	nw%i%i%
1	nw%ē%kw%e%r%e%n%u%
1	nw%ē%kw%e%r%e%e%
1	nw%e%è%r%è%
1	nw%e%zh%i%r%i%
1	nw%e%r̃%e%e%
1	nw%e%r%e%n%ụ%
1	nw%e%n%ụ̄%
1	nw%e%n%u%
1	nw%e%kw%è%r̃%è%
1	nw%e%kw%e%e%
1	nw%e%k%a%r%ị%
1	nw%e%h̃%ī%
1	nw%e%gh%ị̄%
1	nw%e%ē%
1	nw%e%ch%a%
1	nw%e%b%e%
1	nw%a%ọ%r%ị%b%ị%r%ị%
1	nw%a%à%y%ị̀%
1	nw%a%à%p%à%l%ị%
1	nw%a%à%ny%ị̀%
1	nw%a%à%k%à%l%ị̀%
1	nw%a%à%k%a%l%ị̀%
1	nw%a%n̄%l%ụ̄%
1	nw%a%n̄%gh%ụ̄%
1	n%ụ%ọ̄%
1	n%ụ%r̃%ụ%
1	n%ụ%n%ṅ%w%a%a%z%ụ̀%
1	n%ụ%kw%a%
1	n%ụ%h%à%n%a%
1	n%ụ%ch%a%a%
1	n%ụ%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%
1	n%ọ̀%ọ%
1	n%ọ̀%r%ọ̀%
1	n%ọ̀%kw%à%
1	n%ọ̀%kw%a%
1	n%ọ̀%g%i%d%e%
1	n%ọ̀%ch%à%
1	n%ọ%ọ%
1	n%ọ%n%ụ̀%
1	n%ọ%ch%a%
1	n%ị%
1	n%ù%
1	n%ò%
1	n%è%n%è%
1	n%è%-%è%z%u%
1	n%è%-%è%t%u%o%kw%a%
1	n%è%-%è%r%e%p%ụ̀%
1	n%è%-%è%nw%e%n%u%
1	n%è%-%è%m%e%kw%e%
1	n%è%-%è%m%e%kw%a%
1	n%è%-%è%b%i%d%o%k%a%r%ị%
1	n%è%-%à%k%ụ%
1	n%è%-%à%hw%ụ%
1	n%è%-%e%z%ũ%k%ọ̀%
1	n%è%-%e%k%è%
1	n%è%-%e%j%ì%k%a%r%i%
1	n%è%-%
1	n%à%à%r%ụ%
1	n%à%r%ị̀%
1	n%à%-%è%y%i%
1	n%à%-%è%t%i%kw%a%
1	n%à%-%è%t%e%t%e%kw%e%
1	n%à%-%è%t%e%
1	n%à%-%è%sh%i%kw%a%
1	n%à%-%è%sh%i%i%kh%e%
1	n%à%-%è%r%i%t%e%
1	n%à%-%è%r%i%n%u%
1	n%à%-%è%r%i%kw%e%
1	n%à%-%è%r%e%
1	n%à%-%è%ny%i%i%
1	n%à%-%è%ny%e%
1	n%à%-%è%nw%è%
1	n%à%-%è%nw%e%
1	n%à%-%è%m%e%kw%e%n%u%
1	n%à%-%è%gw%u%j%i%sh%i%
1	n%à%-%è%gh%u%
1	n%à%-%è%ch%e%
1	n%à%-%è%b%u%lw%ọ%t%a%
1	n%à%-%è%b%u%l%i%sh%i%
1	n%à%-%à%ṅ%ụ%kw%a%
1	n%à%-%à%ṅ%ụ%
1	n%à%-%à%w%a%zh%i%
1	n%à%-%à%w%a%
1	n%à%-%à%t%ọ%
1	n%à%-%à%t%a%
1	n%à%-%à%r%ụ%
1	n%à%-%à%r%a%
1	n%à%-%à%m%a%sh%i%kw%a%
1	n%à%-%à%m%a%sh%i%
1	n%à%-%à%m%a%i%g%a%
1	n%à%-%à%m%a%
1	n%à%-%à%l%ụ%ụ%
1	n%à%-%à%l%ụ%
1	n%à%-%à%l%a%k%i%
1	n%à%-%à%kw%a%
1	n%à%-%à%kp%ọ̀%
1	n%à%-%à%kp%ị%
1	n%à%-%à%kh%ụ%
1	n%à%-%à%k%ụ%ụ%
1	n%à%-%à%k%ụ%kw%a%
1	n%à%-%à%j%ụ%ọ%
1	n%à%-%à%h%ọ%p%ụ̀%t%a%
1	n%à%-%à%gh%ọ%t%a%kw%a%
1	n%à%-%à%gb%ọ%p%ụ̄%
1	n%à%-%à%gb%a%r%a%
1	n%à%-%à%gb%a%
1	n%à%-%à%g%a%a%
1	n%à%-%à%g%a%
1	n%à%-%à%ch%ọ̀%
1	n%à%-%à%ch%ị%r%ị%
1	n%à%-%à%ch%ị%kw%a%
1	n%à%-%e%w%è%r%e%
1	n%à%-%e%sh%u%r%e%l%a%r%ị%
1	n%à%-%e%ny%e%
1	n%à%-%e%k%i%
1	n%à%-%e%gh%e%
1	n%à%-%a%p%ụ̄%
1	n%à%-%a%p%ụ̀%
1	n%à%-%a%m%ị̄%
1	n%à%-%a%m%ị̀%
1	n%à%-%a%m%ị%
1	n%à%-%a%kw%ụ%g%a%
1	n%à%'%à%l%a%k%i%
1	n%ū%
1	n%u%ù%
1	n%t%ụ̄%r%ụ̄%kp%à%
1	n%t%ụ%kw%à%b%a%
1	n%t%ụ%
1	n%t%ị̀%
1	n%t%ū%
1	n%t%a%k%ị%r%ị%
1	n%s%ò%gb%u%
1	n%r%ì%
1	n%ō%
1	n%o%o%
1	n%n%ụ̀%ụ%
1	n%n%ụ%kw%u%r%u%
1	n%n%ọ%ọ̄%
1	n%n%è%
1	n%kw%ụ̀%
1	n%kw%ū%
1	n%kw%a%
1	n%kh%ụ̄%
1	n%kh%ụ%
1	n%k%ụ̀%l%ụ̀%
1	n%k%ì%k%è%r%è%
1	n%k%è%è%
1	n%k%è%h%ù%
1	n%k%à%ị%r%ị%
1	n%k%à%
1	n%k%e%j%i%
1	n%j%ọ̄%
1	n%i%i%l%e%
1	n%i%
1	n%h̀%g%à%
1	n%gw%ụ̀%
1	n%gw%ụ%
1	n%gw%ọ%
1	n%gw%ū%gw%ū%
1	n%g%ị%g%a%
1	n%g%ī%g%ā%
1	n%g%a%j%i%
1	n%g%a%
1	n%ē%-%è%r̃%è%
1	n%e%e%
1	n%e%-%ụ̀%hw%ụ%
1	n%e%-%è%z%ù%è%z%ù%
1	n%e%-%è%z%ù%
1	n%e%-%è%r%ì%
1	n%e%-%è%r%e%f̃%u%
1	n%e%-%è%m%è%
1	n%e%-%è%kw%ù%
1	n%e%-%è%kh%è%
1	n%e%-%è%k%ì%e%
1	n%e%-%è%b%ù%
1	n%e%-%e%ny%e%kw%e%n%ụ%
1	n%e%-%e%nw%e%s%i%
1	n%e%-%e%nw%e%r%ọ̄%
1	n%e%-%e%gb%u%
1	n%e%-%e%f%ù%
1	n%d%h%ụ%
1	n%d%e%è%w%o%
1	n%ch%e%kw%e%n%u%
1	n%ch%e%kw%a%
1	n%ch%a%
1	n%ā%ā%
1	n%ā%-%è%m%e%
1	n%ā%-%à%kp%ọ%
1	n%ā%-%a%t%ọ̀%r%ọ̀%
1	n%a%m%à%
1	n%a%gh%ī%
1	m̄%m%à%d%ụ̀%
1	m̄%m%ā%n%ụ̄%
1	m̄%m%ā%d%ụ̀%
1	m̄%gb%è%
1	m̄%b%ā%r%ā%
1	m̄%b%
1	m̀%m%è%m̀%m%e%
1	m̀%m%i%r%i%k̄%
1	m̀%h%
1	m̀%gb%è%è%
1	m̀%gb%a%k%a%
1	m̀%b%ụ%
1	m̀%b%a%r%a%
1	m%ụ̀%ọ̀%
1	m%ụ̀%r%ụ̀%
1	m%ụ̀%ch%à%r%à%
1	m%ụ%sh%ị%kw%a%n%ụ%
1	m%ụ%b%a%
1	m%ọ̀%ọ%kw%a%n%ụ%
1	m%ọ̀%
1	m%ọ%ọ%
1	m%ọ%
1	m%ị̀%
1	m%ù%u%
1	m%ì%
1	m%è%g%à%
1	m%à%ọ̀%w%ụ%kw%a%n%ụ%
1	m%à%ọ%w%ụ%
1	m%à%r̃%a%
1	m%à%r%ị%
1	m%à%l%i%t%e%
1	m%y%
1	m%v%ọ%
1	m%u%o%
1	m%p%ụ%l%ụ%
1	m%m%ī%l%ī%
1	m%m%i%r%i%k̄%
1	m%m%e%m%è%
1	m%m%ā%y%ị%
1	m%m%ā%ny%a%
1	m%m%a%n%ụ̄%
1	m%m%a%ā%r%ị̄%
1	m%kp%ụ%r%ụ%o%b%ì%ì%
1	m%kp%ụ%l%ụ%
1	m%kp%ụ%
1	m%i%n%ì%t%ì%
1	m%i%i%
1	m%h%b%è%
1	m%gb%ọ̀%r%ọ̀%gw%ụ̀%
1	m%gb%ē%
1	m%gb%ā%
1	m%e%z%i%e%
1	m%e%z%i%ch%a%
1	m%e%r%ị%a%
1	m%e%r%i%ā%
1	m%e%r%e%l%a%h%a%
1	m%e%p%ụ̀%t%ụ%
1	m%e%k%ọ%ch%i%ch%a%
1	m%e%e%kw%e%
1	m%e%ch%a%a%
1	m%b%ụ̄%
1	m%b%ụ̀%
1	m%b%ụ%b%ọ̄%
1	m%b%ụ%b%a%
1	m%a%ị%g%a%z%i%
1	m%a%à%ch%ị̀%
1	m%a%sh%i%
1	m%a%r%à%h%a%n%a%
1	m%a%r%ā%ā%
1	m%a%n%g%ò%
1	m%a%n%g%a%l%à%
1	m%a%k%a%n%a%
1	m%a%ch%ī%ī%s%ì%
1	m%a%ā%
1	l%ụ̀%r%ụ̀%
1	l%ụ%ụ%
1	l%ụ%ọ%
1	l%ọ̄%ọ̄%
1	l%ọ̄%r%ọ̄%
1	l%ọ%ọ%
1	l%ọ%n%ụ%
1	l%è%kw%e%
1	l%è%e%
1	l%u%o%
1	l%e%r%e%
1	l%e%d%u%
1	l%a%w%a%
1	l%a%r%a%
1	kw%ò%y%i%
1	kw%è%r%è%
1	kw%e%r%e%
1	kw%ā%
1	kw%a%r̃%a%n%n%ụ̀%
1	kw%a%r̃%a%n%n%ù%
1	kw%a%n%ụ%
1	kw%a%l%a%
1	kw%a%i%g%a%
1	kw%a%g%a%
1	kp%ụ̄%r%ụ̄%
1	kp%ọ̄%ọ%
1	kp%ọ̀%
1	kp%ọ%ọ̄%
1	kp%ọ%kw%ā%n%ā%
1	kp%ọ%
1	kp%ị̄%g%ā%
1	kp%ị%g%a%z%i%
1	kp%ù%ch%i%
1	kp%ù%ch%e%
1	kp%è%ch%a%s%i%
1	kp%è%ch%a%
1	kp%à%gh%ā%r%ị%à%
1	kp%ō%s%ā%kw%ā%n%ụ̄%
1	kp%ō%n%ū%
1	kp%ā%ā%
1	kp%a%t%a%
1	kp%a%r%ì%sh%i%
1	kp%a%a%t%a%
1	kp%a%
1	kh%e%l%e%e%
1	k%ụ%w%a%sh%ị%w%a%
1	k%ụ%w%a%
1	k%ọ̀%r%ọ̀%z%i%n%ù%
1	k%ọ̀%g%a%
1	k%ọ̀%ch%à%r̃%à%
1	k%ọ%p%ụ̀%g%a%
1	k%ị̀%ch%a%a%
1	k%ò%r̃%ò%
1	k%ò%r%ò%sh%a%
1	k%ì%t%ụ̀%
1	k%ì%ch%i%n%ì%
1	k%è%zh%i%e%
1	k%è%w%a%a%
1	k%è%r%è%
1	k%è%d%u%
1	k%è%ch%s%a%
1	k%à%à%
1	k%à%r%à%
1	k%à%b%è%
1	k%ū%r%ū%
1	k%o%r%o%
1	k%i%r%i%s%ì%m%a%à%s%ị̀%
1	k%i%r%i%k%i%r%i%
1	k%i%ch%ì%n%
1	k%e%t%e%
1	k%e%m̀%gb%è%
1	k%e%e%r̃%e%
1	k%e%e%
1	k%ā%r%ā%
1	k%ā%
1	k%a%r%a%r%a%m%
1	k%a%a%
1	j%ụ̀%r%ụ̀%
1	j%ọ%r%ọ%
1	j%ị̄%
1	j%ì%kw%è%
1	j%è%è%
1	j%ī%k%ọ%t%ā%ch%a%r̃%a%
1	j%i%k%ọ%t%a%r%a%
1	j%i%i%
1	j%i%a%kp%ụ̄%
1	j%i%-%
1	j%e%z%ị̀%a%
1	ī%r%ī%
1	ī%k%ē%
1	ī%k%e%
1	ī%h%ē%
1	ī%h%e%ọ%m%a%
1	i%z%
1	i%t%ụ̀%gh%à%r%ị̀%k%à%t%à%r%à%
1	i%t%i%ny%e%
1	i%t%i%kw%e%r%e%
1	i%t%i%h%à%n%a%g%a%
1	i%t%i%h%à%n%a%
1	i%t%i%h%à%a%l%a%
1	i%t%i%
1	i%t%e%
1	i%sh%i%ì%
1	i%sh%i%r%i%
1	i%s%à%
1	i%s%u%ch%a%
1	i%s%i%k%è%
1	i%s%e%
1	i%r̃%̀%ē%
1	i%r̃%i%
1	i%rȳ%i%
1	i%ry%i%
1	i%r%ī%
1	i%r%i%
1	i%r%
1	i%nw%è%r%è%
1	i%nw%ē%zh%i%
1	i%nw%ē%n%n%a%
1	i%n%
1	i%m%i%
1	i%m%ē%b%ì%
1	i%m%e%e%
1	i%m%e%ch%a%
1	i%l%u%l%u%
1	i%l%o%o%
1	i%kw%u%
1	i%kp%e%l%e%
1	i%kh%è%e%
1	i%kh%ē%
1	i%k%ọ̄%p%ụ̄%t%a%
1	i%k%ù%k%u%
1	i%k%è%
1	i%i%ch%e%
1	i%h̃%e%
1	i%hw%o%r%o%
1	i%h%ụ%kw%a%n%ụ%
1	i%h%e%ọ%m%a%
1	i%h%e%e%
1	i%gw%ē%
1	i%gh%u%p%ụ̀%t%a%z%i%a%
1	i%gh%ē%
1	i%gb%ō%
1	i%ch%ọ̀%r%ọ̀%
1	i%ch%ọ%kw%a%n%ụ%
1	i%ch%è%l%è%
1	i%ch%i%r%ì%h%à%n%a%
1	i%bh%à%r%à%
1	i%b%ì%
1	i%b%ū%p%ù%t%e%l%a%
1	i%b%ū%
1	i%b%ē%
1	h̃%ụ%ọ%
1	h̃%à%
1	h̀%w%ụ%r%ọ%
1	hw%ụ̄%ọ̄%
1	hw%ọ̀%r%ọ̀%
1	hw%o%
1	h%ụ̄%r%ụ̄%
1	h%ụ̀%
1	h%ụ%ụ%
1	h%ụ%t%e%
1	h%ụ%r%ụ%
1	h%ụ%l%à%h%a%n%a%
1	h%ụ%
1	h%ị̀%
1	h%ù%
1	h%à%z%i%e%
1	h%à%n%a%
1	h%à%a%
1	h%à%
1	h%u%ù%
1	h%u%u%
1	h%a%w%
1	h%a%p%ụ%g%a%
1	h%a%-%e%gh%e%kw%a%
1	gw%ọ%ọ%
1	gw%ò%r%o%
1	gw%à%r%à%
1	gw%a%a%
1	gw%a%
1	gh%ụ%p%ụ̀%t%a%
1	gh%ụ%
1	gh%ọ̀%r%ọ%
1	gh%ọ̀%b%a%
1	gh%ọ%t%a%
1	gh%ọ%p%ụ̀%s%i%ch%a%
1	gh%è%e%
1	gh%u%o%
1	gh%u%gh%i%d%e%
1	gh%e%g%a%
1	gb%ọ%r%ọ%
1	gb%ị%ị%g%a%
1	gb%à%s%a%r%a%
1	gb%à%r%a%
1	gb%à%j%i%sh%i%e%
1	gb%u%ị%sh%ị%ch%a%a%
1	gb%u%w%a%i%sh%ị%a%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%
1	gb%u%o%
1	gb%u%gh%a%sh%ị%zh%i%e%
1	gb%u%gh%a%a%
1	gb%u%gb%u%l%a%n%ụ%
1	gb%o%t%u%
1	gb%o%h%ò%n%a%a%
1	gb%ā%p%ū%t%à%r%à%
1	gb%a%ị%g%a%
1	gb%a%y%ị̄%
1	gb%a%t%ụ%
1	gb%a%t%a%r%a%
1	gb%a%t%a%
1	gb%a%r%i%è%
1	gb%a%k%o%s%a%
1	gb%a%g%i%d%e%
1	gb%a%g%a%t%ụ%kw%a%n%ụ%
1	gb%a%g%a%kw%a%
1	g%ụ̄%r%ụ̄%
1	g%ụ̀%r%ụ̀%
1	g%ụ%ụ%r%ụ%
1	g%ụ%ị%sh%ị%b%a%r%a%
1	g%ụ%
1	g%ọ̄%
1	g%ị%n%ị̄%
1	g%è%e%
1	g%è%-%è%b%u%
1	g%è%-%e%r%i%r%i%r%i%
1	g%à%r%ị%
1	g%à%r%à%
1	g%à%r%a%
1	g%à%kw%à%
1	g%à%-%è%t%u%o%r%u%o%
1	g%à%-%è%sh%i%
1	g%à%-%è%m%e%
1	g%à%-%è%j%ì%
1	g%à%-%è%j%i%i%
1	g%à%-%è%
1	g%à%-%à%p%ụ%t%a%
1	g%à%-%à%kp%ọ%
1	g%à%-%à%g%ụ%
1	g%à%-%à%g%a%
1	g%à%-%e%z%ò%r%ị%r%ị%
1	g%à%-%e%t%i%
1	g%à%-%e%m%ē%b%i%
1	g%à%-%e%k%è%t%e%
1	g%à%-%a%k%ọ̀%t%a%l%ị%
1	g%à%-%a%gh%ọ̀%z%i%
1	g%à%-%a%b%à%r̃%à%
1	g%à%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%
1	g%o%d%u%
1	g%i%t%i%g%a%r%a%
1	g%i%i%
1	g%ē%-%e%m%e%n%ụ̄%
1	g%e%-%e%k%e%
1	g%e%-%e%b%o%b%u%
1	g%ā%r%ā%
1	g%ā%a%
1	g%ā%-%e%r%e%l%a%t%a%
1	g%ā%-%a%kw%a%l%ị%
1	g%ā%-%a%d%ị%
1	g%a%r%a%ch%a%
1	g%a%kw%ā%gh%ī%
1	g%a%kw%a%
1	g%a%h%à%
1	g%a%f%ụ̀%r%ụ̀%
1	g%a%-%à%gw%a%
1	g%a%-%e%z%ù%
1	g%a%-%e%k%e%l%i%
1	g%a%-%a%m%ị̀%
1	g%a%-%a%k%ọ̀%t%a%l%ị%
1	g%a%-%a%k%ọ̀%l%ị%
1	g%a%-%a%h%i%ā%
1	g%a%-%
1	f%ọ̄%d%ā%z%ī%e%
1	f%ọ̀%r%ọ̀%
1	f%ọ%r%ọ̀%h%a%n%a%
1	f%ọ%r%e%e%
1	f%ọ%p%ụ̀%
1	f%ù%o%
1	f%e%b%ụ%r%ụ%w%ā%r%ị̀%
1	ē%t%ē%
1	ē%sh%ī%
1	ē%nw%ē%w%e%kw%e%
1	ē%nw%ē%
1	ē%kh%ē%
1	ē%kh%e%
1	ē%k%ē%r%ē%
1	ē%gb%ū%b%ī%e%l%a%
1	ē%d%ō%b%ē%
1	ē%b%u%
1	ē%
1	e%zh%i%o%kw%ū%
1	e%z%ụ̀%r%u%i%k%ē%
1	e%z%è%e%j%ī%
1	e%z%è%e%
1	e%z%u%o%
1	e%z%e%
1	e%y%i%g%a%
1	e%w%è%r%e%
1	e%w%ū%
1	e%th%u%o%
1	e%t%ū%
1	e%t%o%l%i%t%e%kw%e%
1	e%t%i%t%i%
1	e%t%i%g%a%r%a%
1	e%t%i%
1	e%sh%ì%
1	e%sh%u%
1	e%sh%i%t%a%
1	e%sh%i%r%i%
1	e%sh%i%kw%à%z%i%e%
1	e%sh%i%ch%a%
1	e%r̃%e%e%
1	e%r%è%sh%i%
1	e%r%u%r%ù%o%
1	e%r%u%
1	e%r%ī%r%ī%
1	e%r%i%t%e%
1	e%r%i%ch%a%
1	e%r%i%
1	e%r%e%w%e%
1	e%ny%i%ch%a%a%
1	e%ny%i%
1	e%nw%ọ%p%ụ̀%g%a%
1	e%nw%ò%sh%ị%a%
1	e%nw%u%r%u%
1	e%nw%ē%n%ụ%h%ụ%
1	e%nw%ē%k%ọ̄%
1	e%nw%ē%k%ọ%t%a%r%a%
1	e%nw%ē%h%ē%
1	e%n%i%
1	e%m%ē%sh%ī%
1	e%m%ē%n%a%n%j%ọ%
1	e%m%ē%h%ē%
1	e%m%ē%b%ì%
1	e%m%e%h%à%n%a%
1	e%m%e%ch%a%a%
1	e%m%e%
1	e%l%ù%
1	e%l%o%n%ū%
1	e%kw%ò%sh%ì%r%ì%
1	e%kw%ū%w%ọ̀%n%à%
1	e%kw%o%
1	e%kp%ò%t%è%r%è%
1	e%kh%e%
1	e%k%ù%s%a%
1	e%k%ù%
1	e%k%è%t%e%k%ē%
1	e%k%è%r%e%l%a%
1	e%k%è%h%a%
1	e%k%è%e%l%e%
1	e%k%è%e%l%a%
1	e%k%è%ch%a%a%
1	e%k%u%
1	e%k%i%r%i%
1	e%k%e%r%e%
1	e%k%e%e%
1	e%k%e%ch%a%a%
1	e%k%e%
1	e%j%ì%kw%à%
1	e%j%ì%k%a%r%ị%
1	e%j%è%
1	e%j%ī%
1	e%j%i%r%i%
1	e%j%i%kw%a%n%ụ%
1	e%hw%ụ̄%
1	e%hw%ụ̀%
1	e%h%o%
1	e%h%i%h%i%a%
1	e%h%a%
1	e%gw%ụ%s%i%
1	e%gw%u%s%ī%
1	e%gh%e%e%
1	e%gb%ù%
1	e%gb%ū%
1	e%gb%u%t%e%
1	e%gb%u%p%ụ̀%t%a%sh%ị%a%
1	e%gb%u%o%
1	e%gb%ō%ch%à%p%ụ%ch%a%n%a%
1	e%f%è%
1	e%f%e%r%e%
1	e%e%
1	e%ch%i%ch%i%
1	e%ch%e%kw%a%a%
1	e%b%u%r%u%
1	e%b%u%k%ù%o%
1	e%b%i%ny%e%
1	e%b%e%k%ē%
1	e%b%e%e%
1	d%ọ̄%g%ā%kw%ā%
1	d%ọ̄%b%e%
1	d%ọ̄%
1	d%ọ%bɦ%a%
1	d%ọ%bh%a%
1	d%ọ%b%a%r%ā%
1	d%ị̀%kw%à%
1	d%ị̀%ch%à%
1	d%ị%kw%a%
1	d%ù%r%ọ%s%ụ̀%ụ̀%
1	d%ì%kw%à%
1	d%ì%
1	d%à%a%
1	d%u%u%g%à%
1	d%o%z%i%e%r%e%
1	d%o%z%i%e%
1	d%o%z%i%ch%a%
1	d%o%w%e%r%e%
1	d%o%w%a%r%ā%
1	d%o%l%e%ē%
1	d%o%ch%a%
1	d%o%b%a%ch%a%r%a%
1	d%ī%z%ī%
1	d%i%ọ%kw%a%r%a%
1	d%i%k%e%w%a%n%ụ%
1	d%i%b%ū%ū%l%ọ̀%
1	d%i%b%ū%l%ò%
1	d%e%e%
1	d%e%b%e%r%e%
1	d%e%b%e%kw%e%
1	d%e%b%e%a%h%a%
1	d%e%b%e%
1	d%a%t%
1	ch%ọ%ọ̀%ch%ị̀%
1	ch%ọ%ọ%ch%ị̀%
1	ch%ọ%w%ò%o%
1	ch%ọ%
1	ch%ì%
1	ch%è%t%a%
1	ch%ī%r%ī%z%i%
1	ch%ī%r%ī%
1	ch%i%t%a%kw%a%
1	ch%i%b%ì%r%i%
1	ch%i%
1	ch%e%r%e%z%i%e%
1	ch%e%kw%a%n%ụ%
1	ch%a%a%
1	ch%a%
1	bhh%ụ%ụ%
1	bh%ụ%r%ụ%
1	bh%u%t%e%r%e%
1	bh%ā%a%r%ā%
1	bh%a%kw%à%s%i%
1	b%ụ̀%ọ%
1	b%ụ̀%r%ụ%
1	b%ụ̀%
1	b%ụ%ụ̀%
1	b%ụ%r%ụ%n%à%
1	b%ụ%r%ụ%kw%e%
1	b%ụ%p%ụ̃%sh%i%a%
1	b%ụ%p%ụ̀%t%a%
1	b%ụ%m%p%ụ̀%g%a%
1	b%ụ%l%ụ%
1	b%ụ%ch%e%e%
1	b%ọ%t%ụ%e%
1	b%ị́%̀%a%
